asset_id,canonical_name,aliases,development_codes,target,payload,linker,indication,company,clinical_phase,adc_scope,catalog_status,source_count,sources,nct_ids,date_added_to_table
NAR_DRG0ERYUF,SGN-B7H4V,PF-08046048; SGN-B7H4V; SGNB 7H4V; SGNB7H4V,,V-set domain-containing T-cell activation inhibitor 1 (VTCN1),,,,Seagen Inc,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05194072,2026-09-01
NAR_DRG0ESGFZ,RG-7986,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0EUGGJ,ICAM1-DM1 ADC,ICAM1-DM1 ADC (Boston Children's Hospital); anti-ICAM1-SMCC-DM1 (Boston Children's Hospital),,Intercellular adhesion molecule 1 (ICAM1),,,,Boston Children's Hospital,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0EUQQY,MBC-301,MBC 301; MBC301,,Undisclosed,,,,Medigen Biotechnology Corp,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0EWNZL,HLX-41,HLX41; HLX 41,,Zinc transporter ZIP6 (SLC39A6),,,,"Shanghai Henlius Biotech, Inc; Shanghai Fosun Pharmaceutical (Group) Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0EWQKX,Ozuriftamab vedotin,BA3021; Ba-3021; CAB Ror2-ADC; CAB-ADC; CAB-ROR2; CAB-ROR2-ADC; HTBA3021; Ozuriftamab vedotin,,Tyrosine-protein kinase transmembrane receptor ROR2 (ROR2),MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),Head and Neck Cancer; Metastatic Cancer; Metastatic Squamous Cell Carcinoma of the Head and Neck; Recurrent Squamous Cell Carcinoma of the Head and Neck; Squamous Cell Carcinoma of Head and Neck,"BioAtla, Inc; Kaibos (Shanghai) Biomedical Co., Ltd",Phase 2,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; conference_crossref_search,,2026-09-01
NAR_DRG0EWYVN,ADCE-B05,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; clinicaltrials,NCT07362888,2026-09-01
NAR_DRG0EZVZS,BYON-4413,BYON 4413; BYON-4413; BYON4413,,Interleukin-3 receptor subunit alpha (IL3RA),,,,Byondis BV,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; conference_crossref_search,,2026-09-01
NAR_DRG0EZYUP,JAB-X1800,JABX1800; JAB X1800,,5'-nucleotidase (NT5E),,,,"Jacobio Pharmaceuticals Group Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FAKKA,AVP10,AVP 10; AVP-10; PV10-MMAF,,Tumor necrosis factor receptor superfamily member 8 (TNFRSF8),,,,Avipep Pty Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FBKIO,ABBV-3373,ABBV 3373; ABBV-3373; ABBV3773; anti-TNF-GRM-antibody-drug-conjugate; glucocorticoid receptor modulator (GRM) linked to adalimumab,,Tumor necrosis factor receptor superfamily member 1A (TNFRSF1A),,,,"AbbVie, Inc",Phase 2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,NCT03823391,2026-09-01
NAR_DRG0FBPCP,TGW-101,TGW101; TGW 101,,Tumor-associated glycoprotein 72 (TAG-72),,,,Tagworks Pharmaceuticals BV,Investigative,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0FCYCB,BMT-125961,BMT125961; BMT 125961,,Undisclosed,,,,Bristol Myers Squibb Co,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FGCQK,RC-168,RC168; RC 168,,Undisclosed,,,,"RemeGen Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FGJBT,P38B-DM1,P38B DM1; P38B DBCO-HSA-DM-1,,Podoplanin (PDPN),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FGLFW,ATG-022,ATG 022; ATG-022; ATG-022 ADC; ATG022,,Claudin-18.2 (CLDN18.2),,,,"Antengene Corporation Co., Ltd",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; conference_crossref_search,NCT05718895,2026-09-01
NAR_DRG0FIYMR,NBT-568,NBT 568; NBT568,,Undisclosed,,,,NewBio Therapeutics,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FJYPL,MP-EV-20,MP-EV20; MP EV 20,,Receptor tyrosine-protein kinase erbB-3 (HER3),,,,MediaPharma Srl,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FKHUJ,MP-ENDOS-ADC,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FKQPI,LM-001,LM-001 (LaNova Medicines); LM001; LM 001,,Undisclosed,,,,LaNova Medicines Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FKZGF,XNW-27011,XNW 27011; XNW-27011; XNW27011,,Claudin-18.2 (CLDN18.2),,,,"Suzhou Sinovent Pharmaceuticals Co.,Ltd; Shanghai Sinovent Biopharmaceutical Co., Ltd",Phase 1/2,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0FLLMW,Omalizumab-amanitin 3,Omalizumab Amanitin3,,High affinity immunoglobulin epsilon receptor subunit alpha (FCER1A),,,,Heidelberg Pharma AG,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FMCLF,JSKN-003,JSKN 003; JSKN-003; JSKN003,,Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4),,,,Alphamab Oncology; Alphamab Australia Co. Pty Ltd,Phase 3,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; conference_abstract_corpus; conference_crossref_search; europe_pmc,,2026-09-01
NAR_DRG0FOOJX,LCB-71,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FPQOM,XMT-1660,XMT 1660; XMT-1660; XMT1660,,V-set domain-containing T-cell activation inhibitor 1 (VTCN1),,,,"Mersana Therapeutics, Inc",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0FQZSZ,JSKN027,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07391644,2026-09-01
NAR_DRG0FRFEQ,TAA-013,Anti-HER2 ADC (TOT Biopharm); TAA 013; TAA-013; TAA013; Trastuzumab antibody drug conjugate (TOT Biopharm),,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,Tot Biopharm Co. Ltd,Phase 3 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FSHWJ,Indusatumab vedotin,"GCC antibody drug conjugate; Indusatumab vedotin; MLN 0264; MLN-0264; MLN0264; TAK 264; TAK-264; TAK-264, MLN02 64; TAK264",,Guanylyl cyclase C (GUCY2C),,,,"Millennium Pharmaceuticals, Inc; Takeda Pharmaceutical Co., Ltd; Seagen Inc",Phase 2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,NCT01577758; NCT02202759; NCT02202785; NCT02391038,2026-09-01
NAR_DRG0FTDBR,LCB-73,LCB73; LCB 73,,B-lymphocyte antigen CD19 (CD19),,,,"LegoChem Biosciences, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FUAVD,BC5084,BC-50084; BC 50084,,Undisclosed,,,,"Wuxi Biocity Biopharmaceutics Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FUFBP,Camidanlumab tesirine,ADCT-301; Cami; Camidanlumab tesirine; HuMax-TAC-ADC,,Interleukin-2 receptor subunit alpha (IL2RA),a PBD (pyrrolobenzodiazepine) dimer,cleavable linker (typical),Hodgkin Lymphoma; Non-Hodgkin Lymphoma; Refractory Hodgkin Lymphoma; Relapsed Hodgkin Lymphoma,ADC Therapeutics SA,Phase 2,PRESUMED_ADC,MULTISOURCE_CONFIRMED,5,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed,NCT02432235; NCT02588092,2026-09-01
NAR_DRG0FWMPN,YL202,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0FWSXF,BG-C0979,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07414836,2026-09-01
NAR_DRG0FWYLZ,Zanidatamab zovodotin,ZW 49; ZW-49; ZW49; Zanidatamab zovodotin; anti-HER2 x HER2 ADC,,Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4),,,,"Zymeworks BC, Inc; BeiGene Ltd",Phase 1 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FZFYY,SMD-5033,SMD 5033; SMD5033,,Undisclosed,,,,Sirenas Marine Discovery LLC,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0FZNCB,HLX48,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07473726,2026-09-01
NAR_DRG0GAYQK,SBO-154,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07042100,2026-09-01
NAR_DRG0GBXLR,<sup>131</sup>I-ImmuRAIT-HCG,,,,,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GCCJJ,LM-302,BMS-986476; LM 302; LM-302; TPX-4589; TPX 4589; TPX4589,,Claudin-18.2 (CLDN18.2),,,,"LaNova Medicines Ltd; Turning Point Therapeutics, Inc",Phase 3,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GCHQJ,PF-08046033,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07519655,2026-09-01
NAR_DRG0GCTYJ,Cymac-001,Cymac001; Cymac 001; Anti-CD163-dexamethasone,,Scavenger receptor cysteine-rich type 1 protein M130 (CD163),,,,Affinicon ApS,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GDKSW,TT-01,Mtt-01; TT01; TT 01; TT-01 (Topmunnity therapeutics),,Undisclosed,,,,Topmunnity Therapeutics,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GDLEY,STI-6129,LNDS-1001; LNDS1001; STI 6129; STI-6129,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (CD38),,,,"Sorrento Therapeutics, Inc; Zhejiang ACEA Pharmaceutical Co., Ltd",Phase 1/2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; conference_abstract_corpus,NCT04316442; NCT05308225; NCT05519527; NCT05565807; NCT05584709; NCT05692908,2026-09-01
NAR_DRG0GEOJG,NBT-508,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GGFRA,DpADC,Trop-2 dp-ADC; dp ADC,,Tumor-associated calcium signal transducer 2 (TROP2),,,,GeneQuantum Healthcare (Suzhou) Co. Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GGKEV,NBE-002,BI-3702025; NBE 002; NBE-002; NBE-002; PNU-159682-anti-ROR1 antibody drug conjugate; huXBR1-402-PNU,,Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1),,,,NBE-Therapeutics AG,Phase 1/2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0GHMKS,VLS-301,VLS 301; VLS301,,Undisclosed,,,,"VelosBio, Inc; Merck & Co., Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GHMXV,ARC-02,Anti-CD79b-MMAE ADC; Anti-CD79b-MMAE ADC (Araris Biotech); ARC 02; ARC02,,B-cell antigen receptor complex-associated protein beta chain (CD79B),,,,Araris Biotech AG,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GJXHJ,HS-20122,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06927570,2026-09-01
NAR_DRG0GKOZH,Mirvetuximab soravtansine,IMGN853; M9346A-sulfo-SPDB-DM4; Anti-FOLR1 monoclonal antibody-maytansinoid conjugate; MIRV; HDM2002; IMGN-853; M9346-Asulfo-SPDB-DM4; M9346A-sSPDB-DM4; M9346A-sulfo-SPDB-DM4; Anti-FOLR1-monoclonal-antibody-maytansinoid-conjugate-IMGN-853; Mirvetuximab soravtansine-gynx,,Folate receptor alpha (FOLR1),DM4 (maytansinoid),SPDB-based cleavable linker (typical),"Advanced High-Grade Epithelial Ovarian Cancer; Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage IIA Breast Cancer AJCC v8; Anatomic Stage IIB Breast Cancer AJCC v8; Anatomic Stage III Breast Cancer AJCC v8; Anatomic Stage IIIA Breast Cancer AJCC v8; Anatomic Stage IIIB Breast Cancer AJCC v8; Anatomic Stage IIIC Breast Cancer AJCC v8; Anatomic Stage IV Breast Cancer AJCC v8; BRCA1 Gene Mutation; BRCA2 Gene Mutation; Breast Cancer Triple Negative; Endometrial Adenocarcinoma; Endometrial Cancer; Endometrial Clear Cell Adenocarcinoma; Endometrial Serous Adenocarcinoma; Epithelial Ovarian Cancer; Estrogen Receptor Negative; Fallopian Tube; Fallopian Tube Cancer; Fallopian Tube Cancers; Fallopian Tube Neoplasms; Folate Receptor Alpha Positive; Folate Receptor-Alpha Positive; HER2/Neu Negative; High Grade Ovarian Cancer; Neoadjuvant; Neoplasm Metastasis; Ovarian Cancer; Ovarian Neoplasms; Ovary Cancer; PROC; Peritoneal Cancer; Peritoneal Neoplasms; Platinum Resistant Ovarian Cancer; Primary Peritoneal Cancer; Primary Peritoneal Carcinoma; Progesterone Receptor Negative; Prognostic Stage II Breast Cancer AJCC v8; Prognostic Stage IIA Breast Cancer AJCC v8; Prognostic Stage IIB Breast Cancer AJCC v8; Prognostic Stage III Breast Cancer AJCC v8; Prognostic Stage IIIA Breast Cancer AJCC v8; Prognostic Stage IIIB Breast Cancer AJCC v8; Prognostic Stage IIIC Breast Cancer AJCC v8; Prognostic Stage IV Breast Cancer AJCC v8; Recurrent Breast Carcinoma; Recurrent Epithelial Ovarian, Fallopian or Peritoneal Carcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Cancer; Recurrent Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Uterine Carcinosarcoma; Recurrent Uterine Corpus Carcinoma; Recurrent Uterine Serous Carcinoma; Triple-Negative Breast Carcinoma; Tumors","ImmunoGen, Inc; Hangzhou Zhongmeihuadong Pharmaceutical Co., Ltd","Approved (FDA): Nov, 2022",STRICT_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; configs/known_adc_assets.yaml; clinicaltrials,NCT02606305; NCT02631876; NCT04296890,2026-09-01
NAR_DRG0GMNXB,WTX-231,WTX 231; WTX231,,Undisclosed,,,,"Westlake Therapeutics (Hangzhou) Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GMWTW,BL-M24D1,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07232420; NCT07232524; NCT07255898; NCT07279428,2026-09-01
NAR_DRG0GNFMC,LMB-7,B3 (Fv) PE 38; LMB 7; LMB-7; LMB7; NSC 658931,,Poly [ADP-ribose] polymerase 1 (PARP1),,,,National Cancer Institute,Phase 1 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT00003020,2026-09-01
NAR_DRG0GONLK,MRX-23,MRX 23; MRX23,,Undisclosed,,,,"Shanghai MicuRx Pharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GQWJI,M7437,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; conference_abstract_corpus,NCT07311603; NCT07360314,2026-09-01
NAR_DRG0GWFGY,Obexelimab-amanitin,Obexelimab amanitin,,B-lymphocyte antigen CD19 (CD19),,,,"LegoChem Biosciences, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0GXGXB,GenSci139,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07230977,2026-09-01
NAR_DRG0GYCJG,XB-002,ICON-2; XB 002; XB- 002; XB-002; XB002; XB002 Tissue Factor ADC,,Tissue factor (F3),,,,"Iconic Therapeutics, Inc; Exelixis, Inc; Exelis, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_crossref_search; europe_pmc,,2026-09-01
NAR_DRG0GYGUI,FDA022-BB05,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,,2026-09-01
NAR_DRG0GYMEE,ESG406,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06979674,2026-09-01
