asset_id,canonical_name,aliases,development_codes,target,payload,linker,indication,company,clinical_phase,adc_scope,catalog_status,source_count,sources,nct_ids,date_added_to_table
NAR_DRG0LUQSH,RG-7861,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0LUTMF,ELN-11,ELN 11; ELN11; ADP-c165,,Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1),,,,Elasmogen Ltd; Almac Discovery Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0LVUGT,PCG-N003,PCG N003; PCG N003,,Undisclosed,,,,"Epinogen Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0LVYMB,DEC006,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07444814,2026-09-01
NAR_DRG0LWEMD,SY-0625,SY0625; SY 0625,,Undisclosed,,,,"Shanghai Symray Biopharma Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0LYIPC,Inebilizumab-amanitin,Inebilizumab amanitin,,B-lymphocyte antigen CD19 (CD19),,,,"LegoChem Biosciences, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MBBBD,Anti-CD22-SN36248,Thio-hu antiCD22- (LC:K149C)-SN36248,,B-cell receptor CD22 (CD22),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MCPAF,SIM-005A,SIM-005A; SIM 005A,,Undisclosed,,,,"Systimmune, Inc; Sichuan Baili Pharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MCWQA,Enapotamab vedotin,"AXL-107-MMAE; Enapotamab vedotin; HuMax-AXL; HuMax-AXL-ADC; HuMax-Axl-ADC, AXL-107-MMAE; Humax axl adc",,Tyrosine-protein kinase receptor UFO (AXL),MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),Cervical Cancer; Endometrial Cancer; Melanoma; Non Small Cell Lung Cancer (NSCLC); Ovarian Cancer; Sarcoma; Solid Tumors; Thyroid Cancer,Seagen Inc; Genmab A/S,Phase 1/2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; conference_abstract_corpus,,2026-09-01
NAR_DRG0MELRN,BC2027,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07368478,2026-09-01
NAR_DRG0MGBXM,CD38-077,CD38 077; CD38077,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (CD38),,,,Concortis Biosystems Corp,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MGUUX,FDA-022,FDA 022; FDA-022; FDA022,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,"Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05564858,2026-09-01
NAR_DRG0MHAHZ,Coltuximab ravtansine,"Anti-CD19 humanized monoclonal antibody conjugated to DM4; Anti-CD19-DM4 immunoconjugate; Coltuximab ravtansine; HUB4-DM4, SAR34 19; HuB4-DM4; Maytansin-loaded anti-CD19 mAb; SAR-3419; SAR3419",,B-lymphocyte antigen CD19 (CD19),,,,"ImmunoGen, Inc; Sanofi",Phase 2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,,2026-09-01
NAR_DRG0MKREW,SIM0505,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,NCT06792552,2026-09-01
NAR_DRG0MKSMI,CRB-2107,CRB2107; CRB 2107,,Undisclosed,,,,"China Resources Biopharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MKVBS,A1801,A 1801; A-1801,,Transmembrane glycoprotein NMB (GPNMB),,,,"Protheragen, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MLOQN,NI-2201,NI 2201; NI2201,,B-lymphocyte antigen CD19 (CD19),,,,"Novimmune SA; LegoChem Biosciences, Inc; Berta Holding AG; Iksuda Therapeutics Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MMRSA,DAN-222,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05261269,2026-09-01
NAR_DRG0MOGWD,Anvatabart pactil,Anvatabart pactil,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MPDIB,ABBV-154,ABBV 154; ABBV-154; ABBV154,,Tumor necrosis factor (TNF),,,,"AbbVie, Inc",Phase 2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; europe_pmc; pubmed,NCT04888585; NCT04972968; NCT05068284; NCT05556226,2026-09-01
NAR_DRG0MPTSO,Trastuzumab-amanitin 1,Trastuzumab Amanitin1,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,Heidelberg Pharma AG,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MRJEG,REGN5093-M114,METxMET ADC - Regeneron Pharmaceuticals; REGN 5093 M114; REGN5093- M114; REGN5093-M114; REGN5093M114,,Hepatocyte growth factor receptor (MET),,,,"Regeneron Pharmaceuticals, Inc",Phase 1/2,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0MRYEL,IKS-04,IKS 04; IKS04,,Undisclosed,,,,Iksuda Therapeutics Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MSOOX,KH815,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; conference_crossref_search,NCT06885645,2026-09-01
NAR_DRG0MSZBZ,BB-1709,BB 1709; BB-1709; BB1709,,5'-nucleotidase (NT5E),,,,"Baili Sikang Biomedicine (Hangzhou) Co., Ltd",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MSZNJ,SHR-3792,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06907628,2026-09-01
NAR_DRG0MTMQA,M-1231,M 1231; M-1231; M1231,,Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1),,,,"EMD Serono Research & Development Institute, Inc; The University of Texas MD Anderson Cancer Center; Sutro Biopharma, Inc",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; clinicaltrials,,2026-09-01
NAR_DRG0MTUPD,CytSCA208,Monoclonal antibody CA208-cytorhodin-S conjugate,,Pregnancy-specific beta-1-glycoprotein 2 (PSG2),,,,Aventis SA; Sanofi,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MUIQK,LFD-200,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07207954,2026-09-01
NAR_DRG0MWSEV,NN-3201,NN 3201; NN-3201; NN3201,,Mast/stem cell growth factor receptor Kit (KIT),,,,"Novelty Nobility, Inc",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0MXUQM,MYX2449,MYX 2449; MYX2449,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,Myricx Pharma Ltd,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MYSHH,Thio-Tmab-BMPEO-DM1,Thio-Tmab BMPEO DM1,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,"Genentech, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0MZYPU,Telimomab aritox,T101-RTA; T101RTA; T101 RTA,,T-cell surface glycoprotein CD5 (CD5),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NATHY,LP-A18,Antibody drug conjugate Lantern Pharma; LPA18; LP A18,,Undisclosed,,,,"Lantern Pharma, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NDFLP,OXS-1650,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NDSLT,DYNE-301,DYNE301; DYNE 301; Facioscapulohumeral muscular dystrophy therapy-Dyne Therapeutics; FORCE-FM10,,Double homeobox protein 4 (DUX4),,,,"Dyne Therapeutics, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NDXRU,Belantamab mafodotin,GSK-2857916; GSK'916; GSK2857916; J6M0-mcMMAF; anti-BCMA-ADC; Belamaf; belantamab mafodotin-blmf,,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),MMAF (monomethyl auristatin F),maleimidocaproyl non-cleavable linker (typical),"AL Amyloidosis; Amyloidosis; Anaplastic Lymphoma Kinase Positive Large B-Cell Lymphoma; Autoimmune Diseases; Blood Protein Disorders; Corneal Cyst; Corneal Disease; Corneal Diseases; Gammopathy, Monoclonal; Haematologic Disease; Multiple Myeloma; Multiple Myeloma in Relapse; Multiple Myeloma, Refractory; Myeloma; Myeloma Multiple; Neoplasm, Plasma Cell; Neoplasms; Neoplasms, Plasma Cell; Newly Diagnosed Multiple Myeloma; Paraproteinemias; Plasma Cell Myeloma; Plasma Cell Myeloma Refractory; Primary Immune Thrombocytopenia (ITP); RELAPSED AND/OR REFRACTORY MULTIPLE MYELOMA; Recurrent Multiple Myeloma; Recurrent Plasma Cell Myeloma; Refractory Multiple Myeloma; Refractory Plasma Cell Myeloma; Refractory Plasmablastic Lymphoma; Relapse Multiple Myeloma; Relapsed / Refractory Multiple Myeloma; Relapsed Cancer; Relapsed Multiple Myeloma; Relapsed Plasmablastic Lymphoma; Relapsed Refractory Multiple Myeloma; Relapsed and/or Refractory Multiple Myeloma; Relapsed/ Refractory Multiple Myeloma; Relapsed/Refractory Multiple Myeloma",GSK Plc; GlaxoSmithKline (Ireland) Ltd; Glaxosmithkline Intellectual Property Development Ltd,"Approved (FDA): Aug, 2020",STRICT_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; configs/known_adc_assets.yaml; clinicaltrials,NCT02064387; NCT03769506,2026-09-01
NAR_DRG0NELLD,<sup>111</sup>In-DTPA-D2B-DAR4-MMAE,,,,,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NEMOV,Losatuxizumab vedotin,ABBV 224; ABBV-221; ABBV221; Losatuxizumab vedotin,,Epidermal growth factor receptor (EGFR),,,,"AbbVie, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,NCT02365662,2026-09-01
NAR_DRG0NFTVD,APN-959038,APN959038; APN 959038,,Transmembrane protein (novel epitope),,,,"Atreca, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NGDCM,SKB445,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06826040,2026-09-01
NAR_DRG0NKUQA,JS114,JS 114; JS-114,,Nectin-4 (NECTIN4),,,,"Shanghai Junshi Biosciences Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NLEYN,Tra-IR700,Trastuzumab-IR700,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,"Rakuten Medical, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NMCNK,ZV0203,Recombinant anti-EGFR monoclonal antibody- DUO5 conjugate; ZV 0201; ZV 0203; ZV-0201; ZV-0203; ZV0201; ZV0203; ZV0203-ADC; ADC-2122; ADC 2122; ADC2122,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,"Zhejiang Hisun Pharmaceutical Co., Ltd; Zhejiang Zova Biotherapeutics Inc",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NMCNN,SGN-CD48A,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NMRNE,KSI-601,KSI 601; KSI601,,Vascular endothelial growth factor A (VEGFA),,,,"Kodiak Sciences, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NNKAQ,Ifinatamab deruxtecan,DS 7300; DS-7300; DS-7300a; DS7300; Ifinatamab deruxtecan; I-DXd,,CD276 antigen (CD276),an exatecan derivative (topoisomerase-1 inhibitor),cleavable GGFG peptide linker (typical),"Carcinoma, Non-Small-Cell Lung; Extensive Stage-small Cell Lung Cancer; Extensive-stage Small-cell Lung Cancer; Malignant Neoplasm; Neuroendocrine Carcinoma; Small Cell Lung Cancer; Small-Cell Lung Cancer","Daiichi Sankyo Co., Ltd",Phase 3,PRESUMED_ADC,MULTISOURCE_CONFIRMED,5,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed,NCT04145622; NCT05280470,2026-09-01
NAR_DRG0NNNWR,EX108,EX 108; EX-108,,Undisclosed,,,,Excelmab Inc,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NOFEI,BB-1712,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0NOYME,NW-001,NW001; NW 001,,Undisclosed,,,,"Shenzhen Chipscreen Biosciences Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NTFBR,MEDI-3726,ADCT 401; ADCT-401; MEDI 3726; MEDI-3726; MEDI3 726 (forme rly ADCT-401); MEDI3726,,Glutamate carboxypeptidase 2 (FOLH1),,,,MedImmune LLC; AstraZeneca PLC,Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,NCT02991911,2026-09-01
NAR_DRG0NWBIQ,HY-0001,HY 0001; HY0001,,Undisclosed,,,,"Sichuan Huiyu Pharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NXVNX,PNU-159682-P1C1TM,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NZUKF,WTX-212,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0NZUZJ,CX-2051,CX 2051; CX2051,,Epithelial cell adhesion molecule (EPCAM),,,,"CytomX Therapeutics, Inc",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OAWRK,SHR-A1403,"HTI 1066; HTI-1066; SHR A1403; SHR-A1403; SHR-A1403, HTI-1066; SHRA1403",,Hepatocyte growth factor receptor (MET),,,,"Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,NCT03856541,2026-09-01
NAR_DRG0ODFEJ,EGFR-EDV-RRM1,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OGZEE,Mirzotamab clezutoclax,ABBV-155; ABBV 155; ABBV155,,CD276 antigen (CD276),,,,"AbbVie, Inc",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_crossref_search,,2026-09-01
NAR_DRG0OJHEN,AVID-100,AVID 100; AVID-100; AVID100,,Epidermal growth factor receptor (EGFR),,,,Bristol Myers Squibb Co; Formation Biologics,Phase 1/2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,NCT03094169,2026-09-01
NAR_DRG0OMIWX,BA1301,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0OMORU,FZ-AD004,FZ AD004; FZ-AD004; FZAD004,,Tumor-associated calcium signal transducer 2 (TROP2),,,,"Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OMVBK,Azintuxizumab vedotin,ABBV 838; ABBV-838; ABBV838; Azintuxizumab vedotin,,SLAM family member 7 (SLAMF7),,,,"AbbVie, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; europe_pmc,NCT02462525; NCT02951117,2026-09-01
NAR_DRG0ONAEP,BRY811,BRY-811; BRY 811,,Undisclosed,,,,"BioRay Biopharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ONNVN,PSM-101,PSM 101; PSM101,,Undisclosed,,,,"PrecisemAb Biotech Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OOMJM,Basiliximab sarotalocan,Basiliximab sarotalocan,,Interferon-stimulated gene 20 kDa protein (ISG20),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OOXRC,XNW-28012,XNW 28012; XNW28012,,Undisclosed,,,,"Suzhou Sinovent Pharmaceuticals Co.,Ltd; Shanghai Sinovent Biopharmaceutical Co., Ltd",Investigative,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0OPFVY,Samrotamab vedotin,ABBV 085; ABBV-085; ABBV085; PR-1498487-MMAE; Samrotamab vedotin,,Leucine-rich repeat-containing protein 15 (LRRC15),,,,"AbbVie, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc,NCT02565758,2026-09-01
NAR_DRG0OPGMW,Recombinant chimeric anti-CD30 mAb-MCC-DM1,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ORDYU,LIN-002,AF-Lx-trastuzumab; Auristatin-F-Lx-trastuzumab; trastuzumab-Lx-AF; LIN 002; LIN002,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,LinXis B.V,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OTOJV,IKS-03,IKS 03; IKS-03; IKS03; LCB-73; LCB 73; LCB73; NI-2201; NI 2201; NI2201,,B-lymphocyte antigen CD19 (CD19),,,,Iksuda Therapeutics Ltd,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OUXWT,Rolinsatamab talirine,ABBV 176; ABBV-176; ABV176; DC-1630993; Rolinsatamab talirine; h16f,,Prolactin receptor (PRLR),,,,"AbbVie, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,NCT03145909,2026-09-01
NAR_DRG0OVMJM,PRN 222,PRN-222; PRN222,,Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3),,,,ProEn Therapeutics Inc,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OVQWP,HDM2024,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OWHOL,<sup>89</sup>Zr-DFO-T-DM1,,,,,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0OYGNU,KIVU-107,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,NCT07229313,2026-09-01
NAR_DRG0OZSZX,Upifitamab rilsodotin,UpRi; Upifitamab rilsodotin; XMT 1536; XMT-1536; XMT1536,,Sodium-dependent phosphate transport protein 2B (SLC34A2),,,,"Mersana Therapeutics, Inc",Phase 3,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,NCT03319628; NCT04907968; NCT05329545,2026-09-01
NAR_DRG0PCDHO,LY4175408,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; clinicaltrials,NCT07046923,2026-09-01
NAR_DRG0PCGKN,hu5B1-TCO,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05737615,2026-09-01
NAR_DRG0PDZSX,3-NAntC,3-NAnTc-sdAb; 3 NAntC; 3NAntC,,Undisclosed,,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PEVVH,FDA-018,FDA-018; FDA018; FDA018 Antibody Drug Cojugate; F0024,,Tumor-associated calcium signal transducer 2 (TROP2),,,,"Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd",Phase 3,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; europe_pmc; pubmed; conference_abstract_corpus,NCT05174637,2026-09-01
NAR_DRG0PFKFR,Pinatuzumab vedotin,"ACD22-VCMMAE; Anti-CD22-ADC; Anti-CD22-MCC-DM1; DCDT 2980S ADC; DCDT 2980S antibody-drug conjugate; DCDT-2980S; DCDT2980S; FCU-2703; Pinatuzumab vedotin; RG-7593; RG7593, DCDT2 980S; RO-5541072; RO-5541072-000",,B-cell receptor CD22 (CD22),MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),Diffuse Large B-Cell Lymphoma; Follicular Lymphoma,"Genentech, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; europe_pmc,NCT01209130; NCT01691898,2026-09-01
NAR_DRG0PFQKN,EDC-2,EDC2; EDC 2; extracellular drug conjugate-2; extracellular drug conjugate-2 (Centrose),,Basigin (BSG),,,,Centrose LLC,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PGRFM,BCG-011,BCG011; BCG 011,,Tumor-associated calcium signal transducer 2 (TROP2); Epidermal growth factor receptor (EGFR),,,,"Biocytogen Pharmaceuticals (Beijing) Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PGYJL,IPH43,IPH-43; IPH 43,,MHC class I polypeptide-related sequence A (MICA),,,,Innate Pharma SA; AstraZeneca PLC,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PHKMG,TORL-4-500,TORL-4-500; TORL 4 500; TORL4500,,Protein delta homolog 1 (DLK1),,,,TORL Biotherapeutics LLC,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PKYBF,N01-OX2,N01 OX2; N01OX2; IN-N01-OX2; IN N01 OX2,,Melatonin receptor type 1A (MTNR1A),,,,"Intellect Neurosciences, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0PLPNX,SGN-ALPV,SGN-ALPV; SGN ALPV; SGNALPV,,"Alkaline phosphatase, germ cell type (ALPG); Alkaline phosphatase, placental type (ALPP)",,,,Seagen Inc,Phase 1 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05229900,2026-09-01
NAR_DRG0PNJIT,Tisotumab vedotin,HuMax-TF-ADC; Tisotumab vedotin; GCT1015-04; IGG1-1015-011-1006; TF-011-MMAE; WHO 10148; Humax TF ADC; HuMax-TF; HuMax-TF-ADC,,Tissue factor (F3),MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),"Bladder Cancer; Breast Cancer; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell of Head and Neck; Cervical Cancer; Cervix Cancer; Colo-rectal Cancer; Colorectal Neoplasms; Endometrium Cancer; Esophagus Cancer; Exocrine Pancreatic Cancer; Fallopian Tube Cancer; Lung Cancer (NSCLC); Lung Cancer (Non-Small Cell); Lung Cancer(NSCLC); Lung Cancer, Nonsmall Cell; Metastatic Breast Cancer ( HER2 Negative); Ovarian Cancer; Ovary Cancer; Pancreas Cancer, Duct Cell Adenocarcinoma; Peritoneal Cancer; Prostate Cancer; Prostate Cancer (CRPC); Prostate Cancer Castration-resistant Prostate Cancer; Recurrent or Metastatic Vulvar Cancer; Solid Malignancies; Solid Tumor; Squamous Cell Carcinoma Vulva; Squamous Cell Carcinoma of the Head and Neck; Squamous Cell Carcinoma of the Head and Neck (SCCHN); Upper Tract Urothelial Carcinoma; Vulvar Carcinoma; ctDNA","Seagen Inc; Genmab A/S; Zai Lab Ltd; Rps Medical Technology (Beijing) Co., Ltd","Approved (FDA): Sep 22, 2021",STRICT_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; configs/known_adc_assets.yaml; clinicaltrials,NCT02001623; NCT02552121; NCT03245736; NCT03438396; NCT03485209; NCT03657043; NCT03786081; NCT03913741; NCT04697628,2026-09-01
NAR_DRG0PPLJW,Y-TR1 SPDP,Y-TR1-SPDP,,Dipeptidyl peptidase 4 (DPP4),,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
