entity_id	canonical_name	entity_type	payload_moa_target	synonyms	n_adc_backlinks	adc_backlink_names	adc_backlink_ids	source_url
PAY0ZAIZX	Cyclopropylpyrroloindole (CPI) DNA-damaging payload	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	Cyclopropylpyrroloindole; SCHEMBL1129881	0			https://adcdb.idrblab.net/data/payload/details/PAY0ZAIZX
PAY0YJUYC	Cyclopropylpyrroloindoline (CPI) payload	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	Cyclopropylpyrroloindoline (CPI) payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0YJUYC
PAY0ASLAG	Cytorhodin S	ADC_PAYLOAD	DNA topoisomerase 2-alpha (TOP2A)	Cytorhodin S	0			https://adcdb.idrblab.net/data/payload/details/PAY0ASLAG
PAY0AJDUH	D211	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	D211	0			https://adcdb.idrblab.net/data/payload/details/PAY0AJDUH
PAY0FQNWH	DC1	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	169901-27-3; DC1; (S)-N-(2-(1-(Chloromethyl)-5-hydroxy-2,3-dihydro-1H-benzo[e]indole-3-carbonyl)-1H-indol-5-yl)-5-(3-mercaptopropanamido)-1H-indole-2-carboxamide; SCHEMBL12126075; AKOS040732933; HY-112899; CS-0067645; N-{2-[(1S)-1-(chloromethyl)-5-hydroxy-1H,2H,3H-benzo[e]indole-3-carbonyl]-1H-indol-5-yl}-5-(3-sulfanylpropanamido)-1H-indole-2-carboxamide	1	B4-SPP-DC1		https://adcdb.idrblab.net/data/payload/details/PAY0FQNWH
PAY0EOICO	DC44	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	DC44; CHEMBL2158593; HY-135126; CS-0109497	1	B4-SPP-DC44		https://adcdb.idrblab.net/data/payload/details/PAY0EOICO
PAY0UDTAB	DEAEA duocarmycin	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	DEAEA duocarmycin	1	DAB4-DuoDM		https://adcdb.idrblab.net/data/payload/details/PAY0UDTAB
PAY0AFEPS	DGN462	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	DGN462; 1394079-41-4; SCHEMBL12523030; DGN 462; AKOS040732962; HY-101150; CS-0020917	1		DRG0KJHHN	https://adcdb.idrblab.net/data/payload/details/PAY0AFEPS
PAY0CNQGY	DGN549	ADC_PAYLOAD			2	Pivekimab sunirine; TAK-164		https://adcdb.idrblab.net/data/payload/details/PAY0CNQGY
PAY0KFOXJ	DGN549	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	DGN549	1		DRG0IPCHO	https://adcdb.idrblab.net/data/payload/details/PAY0KFOXJ
PAY0OYHUV	DM1 derivative 15	ADC_PAYLOAD	Microtubule (MT)	DM1 derivative 15	1	PSMA-15		https://adcdb.idrblab.net/data/payload/details/PAY0OYHUV
PAY0KPCRM	DM1 derivative 16	ADC_PAYLOAD	Microtubule (MT)	DM1 derivative 16	3	EGFRvIII-16; PRLR-16; PSMA-16		https://adcdb.idrblab.net/data/payload/details/PAY0KPCRM
PAY0VZVPQ	DM1	ADC_PAYLOAD			16	AMG 172; AMG 224; AMG 595; Bivatuzumab mertansine; Cantuzumab mertansine; DRG0MSAAI; F0002-ADC; GQ1001; LOP628; Laprituximab emtansine; Lorvotuzumab mertansine; MLN2704; Naratuximab emtansine; PCA062; TRPH-222; Trastuzumab emtansine		https://adcdb.idrblab.net/data/payload/details/PAY0VZVPQ
PAY0GFWCQ	DM21-C	ADC_PAYLOAD	Microtubule (MT)	DM21-C	2		DRG0RMBUN; DRG0YWYJJ	https://adcdb.idrblab.net/data/payload/details/PAY0GFWCQ
PAY0CLRJD	DM4	ADC_PAYLOAD			16	AVE9633; AbGn-107; Anetumab ravtansine; BIIB015; Cantuzumab ravtansine; Coltuximab ravtansine; DRG0OFPVA; HKT288; IMGN388; JBH492; LY3076226; Mirvetuximab soravtansine; Praluzatamab ravtansine; SAR428926; SAR566658; Tusamitamab ravtansine		https://adcdb.idrblab.net/data/payload/details/PAY0CLRJD
PAY0HFZDV	DMDNA31	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB1 (POLR2A)	Dimethylaminopiperidyl-rifa; Q5KH60X1LL; UNII-Q5KH60X1LL; DMDNA31; 1',4-Didehydro-1-deoxy-5'-(4-(dimethylamino)-1-piperidinyl)-1,4-dihydro-3'-hydroxy-1-oxorifamycin VIII; Rifamycin VIII, 1',4-didehydro-1-deoxy-5'-(4-(dimethylamino)-1-piperidinyl)-1,4-dihydro-3'-hydroxy-1-oxo-; 845625-44-7; SCHEMBL16274472	0			https://adcdb.idrblab.net/data/payload/details/PAY0HFZDV
PAY0OUVCV	DMTub	ADC_PAYLOAD	Microtubule (MT)	DMTub	0			https://adcdb.idrblab.net/data/payload/details/PAY0OUVCV
PAY0XFSLP	DNA mimics	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	DNA mimics	0			https://adcdb.idrblab.net/data/payload/details/PAY0XFSLP
PAY0CFZAO	DNA topoisomerase I inhibitor	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)		0			https://adcdb.idrblab.net/data/payload/details/PAY0CFZAO
PAY0LHNVZ	DNA topoisomerase-I inhibitor	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)		1		DRG0UHEOR	https://adcdb.idrblab.net/data/payload/details/PAY0LHNVZ
PAY0MRSCW	DT390-scFvUCHT1	ADC_PAYLOAD	The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Half Maximal Inhibitory Concentration (IC50) 4.80E-10 M CHO cells Normal CVCL_0213 [ 1 ] References Ref 1 Expression of an anti-CD3 single-chain immunotoxin with a truncated diphtheria toxin in a mutant CHO cell line. Protein Expr Purif. 2000 Jul;19(2):304-11.	DT390-scFvUCHT1	0			https://adcdb.idrblab.net/data/payload/details/PAY0MRSCW
PAY0XJNEL	DT390	ADC_PAYLOAD	Eukaryotic elongation factor 2 (EEF2) The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Survival Rate 43 % (Day60) C57BL/6 enriched lymph node T cells Normal Undisclosed [ 1 ] Survival Rate 43 % (Day80) C57BL/6 enriched lymph node T cells Normal Undisclosed [ 1 ] Survival Rate 57 % (Day40) C57BL/6 enriched lymph node T cells Normal Undisclosed [ 1 ] References Ref 1 Anti-graft-versus-host disease effect of DT390-anti-CD3sFv, a single-chain Fv fusion immunotoxin specifically targeting the CD3 epsilon moiety of the T-cell receptor. Blood. 1996 Sep 15;88(6):2342-53.	DT390	0			https://adcdb.idrblab.net/data/payload/details/PAY0XJNEL
PAY0JRATG	DUX4 siRNA	ADC_PAYLOAD	Double homeobox protein 4 (DUX4) The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Methylation Fold Change ≈2.5 FMUFAHi001-A cells Facioscapulohumeral dystrophy CVCL_C0FU [ 1 ]	DUX4 siRNA	1		DRG0AVJCO	https://adcdb.idrblab.net/data/payload/details/PAY0JRATG
PAY0UXDSB	DX-8951 derivative (DXd)	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	1599440-33-1; Dxd; OQM5SD32BQ; N-[(10S,23S)-10-ethyl-18-fluoro-10-hydroxy-19-methyl-5,9-dioxo-8-oxa-4,15-diazahexacyclo[14.7.1.02,14.04,13.06,11.020,24]tetracosa-1,6(11),12,14,16,18,20(24)-heptaen-23-yl]-2-hydroxyacetamide; Exatecan derivative for ADC; Acetamide, N-((1S,9S)-9-ethyl-5-fluoro-2,3,9,10,13,15-hexahydro-9-hydroxy-4-methyl-10,13-dioxo-1H,12H-benzo(de)pyrano(3',4':6,7)indolizino(1,2-b)quinolin-1-yl)-2-hydroxy-; N-((1S,9S)-9-Ethyl-5-fluoro-2,3,9,10,13,15-hexahydro-9-hydroxy-4-methyl-10,13-dioxo-1H,12H-benzo(de)pyrano(3',4':6,7)indolizino(1,2-b)quinolin-1-yl)-2-hydroxyacetamide; N-((1S,9S)-9-ethyl-5-fluoro-9-hydroxy-4-methyl-10,13-dioxo-2,3,9,10,13,15-hexahydro-1H,12H-benzo[de]pyrano[3',4':6,7]indolizino[1,2-b]quinolin-1-yl)-2-hydroxyacetamide; N-[(1S,9S)-9-Ethyl-5-fluoro-2,3,9,10,13,15-hexahydro-9-hydroxy-4-methyl-10,13-dioxo-1H,12H-benzo[de]pyrano[3',4':6,7]indolizino[1,2-b]quinolin-1-yl]-2-hydroxyacetamide; UNII-OQM5SD32BQ; SCHEMBL16485136; EX-A4319; HY-13631D; NSC825332; AT21797; NSC-825332; AC-32494; BP-27997; MS-29164; CS-0044752; A936339; N-[(10S,23S)-10-ethyl-18-fluoro-10-hydroxy-19-methyl-5,9-dioxo-8-oxa-4,15-diazahexacyclo[14.7.1.0,.0,.0,.0,tetracosa-1,6(11),12,14,16,18,20(24)-heptaen-23-yl]-2-hydroxyacetamide	15		DRG0BWNUI; DRG0DAKKB; DRG0EFAMN; DRG0ERKBH; DRG0GVDPA; DRG0LOXYS; DRG0MGUUX; DRG0NNKAQ; DRG0SLFJV; DRG0UCXTV; DRG0UZQBB; DRG0WJKRI; DRG0YWAHM; DRG0ZBRFQ; DRG0ZOYQV	https://adcdb.idrblab.net/data/payload/details/PAY0UXDSB
PAY0WSZPJ	DXd	ADC_PAYLOAD			12	DRG0JKVMP; DS-3939a; DS-6157a; Datopotamab deruxtecan; FDA-022; FZ-AD004; GQ-1005; Ifinatamab deruxtecan; JSKN-003; Patritumab deruxtecan; Raludotatug deruxtecan; Trastuzumab deruxtecan		https://adcdb.idrblab.net/data/payload/details/PAY0WSZPJ
PAY0PTQYV	Dasatinib	ADC_PAYLOAD	Breakpoint cluster region protein (BCR)	Dasatinib; 302962-49-8; Sprycel; BMS-354825; Dasatinib anhydrous; BMS 354825; Dasatinib (anhydrous); BMS354825; Dasatinib (BMS-354825); dasatinibum; anh. dasatinib; N-(2-chloro-6-methylphenyl)-2-((6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-yl)amino)thiazole-5-carboxamide; N-(2-CHLORO-6-METHYLPHENYL)-2-({6-[4-(2-HYDROXYETHYL)PIPERAZIN-1-YL]-2-METHYLPYRIMIDIN-4-YL}AMINO)-1,3-THIAZOLE-5-CARBOXAMIDE; N-(2-chloro-6-methylphenyl)-2-(6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-ylamino)thiazole-5-carboxamide; anhydrous dasatinib; dasatinib (anh.); Spyrcel; N-(2-chloro-6-methylphenyl)-2-[[6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl]amino]-1,3-thiazole-5-carboxamide; Dasatinib [USAN]; BMS Dasatinib; UNII-X78UG0A0RN; X78UG0A0RN; C22H26ClN7O2S; DTXSID4040979; CHEBI:49375; Dasatinib [USAN:INN]; NSC732517; NSC-759877; CHEMBL1421; DTXCID2020979; BMS-354825 HYDRATE; BMS 345825; NSC-732517; 5-Thiazolecarboxamide, N-(2-chloro-6-methylphenyl)-2-((6-(4-(2-hydroxyethyl)-1-piperazinyl)-2-methyl-4-pyrimidinyl)amino)-; NCGC00181129-01; BMS 35482513; Dasatinib (USAN); BMS-354825-03; SPRYCEL (TN); CHEBI:70839; DTXSID50235486; 2-(6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-ylamino)-N-(2-chloro-6-methylphenyl)thiazole-5-carboxamide; 5-Thiazolecarboxamide, N-(2-chloro-6-methylphenyl)-2-[[6-[4-(2-hydroxyethyl)-1-piperazinyl]-2-methyl-4-pyrimidinyl]amino]-; n-(2-chloro-6-methylphenyl)-2-((6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-yl)amino)-1,3-thiazole-5-carboxamide; SMR002529551; CAS-302962-49-8; NSC 759877; 302962-49-8 pound not863127-77-9; Dasatinib, BMS 354825; 1N1; Kinome_3650; Dasatinib (JAN/INN); DASATINIB [INN]; DASATINIB [MI]; n-(2-chloro-6-methylphenyl)-2-[[6-[4-(2-hydroxyethyl)-1-piperazinyl]-2-methyl-4-pyrimidinyl]amino]-5-thiazolecarboxamide; Sprycel (Bristol Meyers); D0E6XR; DASATINIB [WHO-DD]; SCHEMBL8226; Dasatinib,BMS-354825; MLS003915609; MLS004774145; MLS006010904; Dasatinib - BMS-354825; GTPL5678; BDBM13216; cid_3062316; DTXCID50157977; EX-A401; L01XE06; ZBNZXTGUTAYRHI-UHFFFAOYSA-N; 5-Thiazolecarboxamide, monohydrate; BCPP000263; HMS2043N05; HMS3244A05; HMS3244A06; HMS3244B05; HMS3265C19; HMS3265C20; HMS3265D19; HMS3265D20; HMS3654K05; HMS3744C11; Pharmakon1600-01502275; BCP01797; C22-H26-Cl-N7-O2-S; Tox21_112736; MFCD11046566; NSC759877; NSC800087; s1021; AKOS015902363; Tox21_112736_1; BCP9000589; CCG-264779; CS-0100; CS-O-01350; DB01254; GS-6548; NSC-800087; SB17284; NCGC00181129-02; NCGC00181129-03; NCGC00181129-05; NCGC00181129-06; NCGC00181129-07; NCGC00181129-12; NCGC00181129-14; NCGC00181129-22; NCGC00481571-01; (18F)-N-(2-chloro-6-methylphenyl)-2-(6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-ylamino)thiazole-5-carboxamide; AC-22749; BCB03_000715; HY-10181; N-(2-chloro-6-methyl-phenyl)-2-[[6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methyl-pyrimidin-4-yl]amino]thiazole-5-carboxamide; LS-186641; LS-187028; LS-187773; AM20080877; D5949; FT-0650671; PA-3062316; SW208076-5; EC-000.2122; D-3307; D03658; EN300-123025; AB01273956-01; AB01273956-02; AB01273956_03; AR-270/43507994; BMS-354825, Sprycel, BMS354825, Dasatinib; Q419940; SR-00000000554; Q-101345; SR-00000000554-5; BRD-K49328571-001-05-1; BRD-K49328571-001-07-7; Z1546610486; 5-tiazolcarboxamida, n-(2-cloro-6-metilfenil)-2-[[6-[4-(2-hidroxietil)-1-piperazinil]-2-metil-4-pirimidinil]amino]-; N-(2-chloro-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)-1-piperazinyl]-2-methyl-4-pyrimidinyl}amino)-1,3-thiazole-5-carboxamide; N-(2-Chloro-6-methylphenyl)-2-[[6-[4-(2-hydroxyethyl)-1-piperazinyl)]-2-methyl-4-pyrimidinyl]amino)]-1,3-thiazole-5-carboxamide; N-(2-Chloro-6-methylphenyl)-2-[[6-[4-(2-hydroxyethyl)-1-piperazinyl]-2-methyl-4-pyrimidinyl]amino]-5-thiazolecarboxamide, monohydrate	0			https://adcdb.idrblab.net/data/payload/details/PAY0PTQYV
PAY0ZSIWY	DeBouganin	ADC_PAYLOAD	Microtubule (MT) The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Half Maximal Inhibitory Concentration (IC50) >1000 nM BT-474 cells Invasive breast carcinoma CVCL_0179 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM NCI-N87 cells Gastric tubular adenocarcinoma CVCL_1603 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM OE19 cells Esophageal adenocarcinoma CVCL_1622 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM SK-BR-3 cells Breast adenocarcinoma CVCL_0033 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM Calu-3 cells Lung adenocarcinoma CVCL_0609 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM HCC1954 cells Breast ductal carcinoma CVCL_1259 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM HCC1419 cells Breast ductal carcinoma CVCL_1251 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM HCC1569 cells Breast ductal carcinoma CVCL_1255 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM HCC2218 cells Breast ductal carcinoma CVCL_1263 [ 1 ] Half Maximal Inhibitory Concentration (IC50) >1000 nM HCC202 cells Breast ductal carcinoma CVCL_2062 [ 1 ] References Ref 1 DeBouganin Diabody Fusion Protein Overcomes Drug Resistance to ADCs Comprised of Anti-Microtubule Agents. Molecules. 2016 Dec 17;21(12):1741.	DeBouganin	0			https://adcdb.idrblab.net/data/payload/details/PAY0ZSIWY
PAY0HRHLR	Deglycosylated ricin A-chain (dgA)	ADC_PAYLOAD	The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Half Maximal Inhibitory Concentration (IC50) 124 ug/mL Daudi cells Burkitt lymphoma CVCL_0008 [ 1 ]	Deglycosylated ricin A-chain (dgA)	1	DRG0NFKRP		https://adcdb.idrblab.net/data/payload/details/PAY0HRHLR
