entity_id	canonical_name	entity_type	payload_moa_target	synonyms	n_adc_backlinks	adc_backlink_names	adc_backlink_ids	source_url
PAY0DGDJZ	2-DDDX-d	ADC_PAYLOAD			2	TQB2102; TQB2103		https://adcdb.idrblab.net/data/payload/details/PAY0DGDJZ
PAY0NESLG	2-DDDX-d	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	2-DDDX-d	1		DRG0IVDIV	https://adcdb.idrblab.net/data/payload/details/PAY0NESLG
PAY0RDAOD	227Th	ADC_PAYLOAD			1	BAY-1862864		https://adcdb.idrblab.net/data/payload/details/PAY0RDAOD
PAY0MHDPD	227Th	ADC_PAYLOAD	Unclear		0			https://adcdb.idrblab.net/data/payload/details/PAY0MHDPD
PAY0NCNYB	4-desacetylvinblastine (DAVLB)	ADC_PAYLOAD			0			https://adcdb.idrblab.net/data/payload/details/PAY0NCNYB
PAY0TLDYP	5(6)-Carboxytetramethylrhodamine	ADC_PAYLOAD		5(6)-Carboxytetramethylrhodamine; 5(6)-TAMRA; 5(6)-Carboxy-tetramethylrhodamine; 3',6'-bis(dimethylamino)-1-oxospiro[2-benzofuran-3,9'-xanthene]-5-carboxylic acid;3',6'-bis(dimethylamino)-3-oxospiro[2-benzofuran-1,9'-xanthene]-5-carboxylic acid; Spiro[isobenzofuran-1(3H),9'-[9H]xanthene]-ar-carboxylic acid, 3',6'-(dimethylamino)-3-oxo- (9CI); 5(6)-AMRA; AKOS015914675; HY-15944; PD063678; E83295; J-100070; 5(6)-Carboxytetramethylrhodamine, BioReagent, suitable for fluorescence, >=85% (sum of isomers, HPCE)	0			https://adcdb.idrblab.net/data/payload/details/PAY0TLDYP
PAY0MQSWH	5T4-PBD	ADC_PAYLOAD	Human Deoxyribonucleic acid (hDNA)	5T4 PBD; 5T4PBD	1		DRG0LNARP	https://adcdb.idrblab.net/data/payload/details/PAY0MQSWH
PAY0EYSIJ	7-aminomethyl-10,11-methylenedioxycamptothecin (AMDCPT)	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)		0			https://adcdb.idrblab.net/data/payload/details/PAY0EYSIJ
PAY0ZWDQO	9106-IM-2	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	9106-IM-2	2		DRG0KKATK; DRG0TTTUA	https://adcdb.idrblab.net/data/payload/details/PAY0ZWDQO
PAY0VRVTR	A-1770637	ADC_PAYLOAD			2	ABBV-969; Turmetabart adizutecan		https://adcdb.idrblab.net/data/payload/details/PAY0VRVTR
PAY0PNJFX	AC225	ADC_PAYLOAD	The activity data of This Payload Standard Type Value Units Cell line Disease Model Cell line ID Reference Half-maximal effective concentration (EC50) 2.8 nCi/ml SK-OV-3 cells Ovarian serous cystadenocarcinoma CVCL_0532 [ 1 ]	AC225	1		DRG0EDBXG	https://adcdb.idrblab.net/data/payload/details/PAY0PNJFX
PAY0VFAHM	ADC 1-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC1-1 payload	1	ADC1-1		https://adcdb.idrblab.net/data/payload/details/PAY0VFAHM
PAY0CSFKK	ADC 1-11 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC1-11 payload	1	ADC1-11		https://adcdb.idrblab.net/data/payload/details/PAY0CSFKK
PAY0QZGVC	ADC 1-12 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC1-12 payload	1	ADC1-12		https://adcdb.idrblab.net/data/payload/details/PAY0QZGVC
PAY0HRIZV	ADC 1-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC1-2 payload	1	ADC1-2		https://adcdb.idrblab.net/data/payload/details/PAY0HRIZV
PAY0TVGCR	ADC 1-4 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC1-4 payload	1	ADC1-4		https://adcdb.idrblab.net/data/payload/details/PAY0TVGCR
PAY0FYZOP	ADC 2-10 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-10 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0FYZOP
PAY0HUJGR	ADC 2-11 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-11 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0HUJGR
PAY0YIHSM	ADC 2-12 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-12 payload	1	ADC2-12		https://adcdb.idrblab.net/data/payload/details/PAY0YIHSM
PAY0JGYRM	ADC 2-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-2 payload	1	ADC2-2		https://adcdb.idrblab.net/data/payload/details/PAY0JGYRM
PAY0AUPYL	ADC 2-22 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-22 payload	1	ADC2-22		https://adcdb.idrblab.net/data/payload/details/PAY0AUPYL
PAY0WCBTU	ADC 2-23 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-23 payload	1	ADC2-23		https://adcdb.idrblab.net/data/payload/details/PAY0WCBTU
PAY0FOCQV	ADC 2-24 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-24 payload	1	ADC2-24		https://adcdb.idrblab.net/data/payload/details/PAY0FOCQV
PAY0UNVKK	ADC 2-25 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-25 payload	1	ADC2-25		https://adcdb.idrblab.net/data/payload/details/PAY0UNVKK
PAY0TLGIU	ADC 2-26 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-26 payload	1	ADC2-26		https://adcdb.idrblab.net/data/payload/details/PAY0TLGIU
PAY0LFFMY	ADC 2-27 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-27 payload	1	ADC2-27		https://adcdb.idrblab.net/data/payload/details/PAY0LFFMY
PAY0GJVKZ	ADC 2-29 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-29 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0GJVKZ
PAY0BOFYP	ADC 2-30 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-30 payload	1	ADC2-30		https://adcdb.idrblab.net/data/payload/details/PAY0BOFYP
PAY0KKROA	ADC 2-31 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-31 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0KKROA
PAY0FEVXS	ADC 2-32 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-32 payload	1	ADC2-32		https://adcdb.idrblab.net/data/payload/details/PAY0FEVXS
PAY0PZRPA	ADC 2-33 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-33 payload	1	ADC2-33		https://adcdb.idrblab.net/data/payload/details/PAY0PZRPA
PAY0VPOEQ	ADC 2-34 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-34 payload	1	ADC2-34		https://adcdb.idrblab.net/data/payload/details/PAY0VPOEQ
PAY0AZRMP	ADC 2-35 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-35 payload	1	ADC2-35		https://adcdb.idrblab.net/data/payload/details/PAY0AZRMP
PAY0TAWJM	ADC 2-36-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-36-1 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0TAWJM
PAY0BCATG	ADC 2-36-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-36-2 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0BCATG
PAY0YDKGG	ADC 2-37 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-37 payload	1	ADC2-37		https://adcdb.idrblab.net/data/payload/details/PAY0YDKGG
PAY0FFTHG	ADC 2-38 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-38 payload	1	ADC2-38		https://adcdb.idrblab.net/data/payload/details/PAY0FFTHG
PAY0FFMRL	ADC 2-39 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-39 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0FFMRL
PAY0CXXLZ	ADC 2-4 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-4 payload	1	ADC2-4		https://adcdb.idrblab.net/data/payload/details/PAY0CXXLZ
PAY0UCVJL	ADC 2-40 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-40 payload	1	ADC2-40		https://adcdb.idrblab.net/data/payload/details/PAY0UCVJL
PAY0HBWZK	ADC 2-41 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-41 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0HBWZK
PAY0EKZUG	ADC 2-42 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-42 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0EKZUG
PAY0JXQEZ	ADC 2-42-RO payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-42-RO payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0JXQEZ
PAY0RYITV	ADC 2-43 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-43 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0RYITV
PAY0YAUFG	ADC 2-44 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-44 payload	1	ADC2-44		https://adcdb.idrblab.net/data/payload/details/PAY0YAUFG
PAY0AKRXN	ADC 2-45 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-45 payload	1	ADC2-45		https://adcdb.idrblab.net/data/payload/details/PAY0AKRXN
PAY0PTUJO	ADC 2-46 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-46 payload	1	ADC2-46		https://adcdb.idrblab.net/data/payload/details/PAY0PTUJO
PAY0CQPYO	ADC 2-47 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-47 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0CQPYO
PAY0GJQWR	ADC 2-48 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-48 payload	1	ADC2-48		https://adcdb.idrblab.net/data/payload/details/PAY0GJQWR
PAY0IODXZ	ADC 2-49 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-49 payload	1	ADC2-49		https://adcdb.idrblab.net/data/payload/details/PAY0IODXZ
PAY0JJUEV	ADC 2-50 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-50 payload	1	ADC2-50		https://adcdb.idrblab.net/data/payload/details/PAY0JJUEV
PAY0CYCYC	ADC 2-51 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-51 payload	1	ADC2-51		https://adcdb.idrblab.net/data/payload/details/PAY0CYCYC
PAY0QVGLY	ADC 2-53 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-53 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0QVGLY
PAY0EMDHF	ADC 2-54 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-54 payload	1	ADC2-54		https://adcdb.idrblab.net/data/payload/details/PAY0EMDHF
PAY0FPJZJ	ADC 2-55 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-55 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0FPJZJ
PAY0JKOJY	ADC 2-56 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-56 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0JKOJY
PAY0GOFTO	ADC 2-57 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-57 payload	1	ADC2-57		https://adcdb.idrblab.net/data/payload/details/PAY0GOFTO
PAY0DQCCO	ADC 2-58 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-58 payload	1	ADC2-58		https://adcdb.idrblab.net/data/payload/details/PAY0DQCCO
PAY0XYHMN	ADC 2-59 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-59 payload	1	ADC2-59		https://adcdb.idrblab.net/data/payload/details/PAY0XYHMN
PAY0XROPC	ADC 2-6-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-6-2 payload	1	ADC2-6-2		https://adcdb.idrblab.net/data/payload/details/PAY0XROPC
PAY0NDWHK	ADC 2-60 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-60 payload	1	ADC2-60		https://adcdb.idrblab.net/data/payload/details/PAY0NDWHK
PAY0FXFTE	ADC 2-61 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-61 payload	1	ADC2-61		https://adcdb.idrblab.net/data/payload/details/PAY0FXFTE
PAY0TUXJG	ADC 2-62-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-62-1 payload	1	ADC-2-62-1		https://adcdb.idrblab.net/data/payload/details/PAY0TUXJG
PAY0UNRMF	ADC 2-62-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-62-2 payload	1	ADC-2-62-2		https://adcdb.idrblab.net/data/payload/details/PAY0UNRMF
PAY0AYJSJ	ADC 2-63-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-63-1 payload	1	ADC-2-63-1		https://adcdb.idrblab.net/data/payload/details/PAY0AYJSJ
PAY0RKLCS	ADC 2-63-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-63-2 payload	1	ADC-2-63-2		https://adcdb.idrblab.net/data/payload/details/PAY0RKLCS
PAY0DQVLT	ADC 2-64-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-64-1 payload	1	ADC-2-64-1		https://adcdb.idrblab.net/data/payload/details/PAY0DQVLT
PAY0NRHJN	ADC 2-64-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-64-2 payload	1	ADC-2-64-2		https://adcdb.idrblab.net/data/payload/details/PAY0NRHJN
PAY0VVSDK	ADC 2-65-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-65-1 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0VVSDK
PAY0TFZDF	ADC 2-65-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-2-65-2 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0TFZDF
PAY0ODOET	ADC 2-7-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-7-2 payload	1	ADC2-7-2		https://adcdb.idrblab.net/data/payload/details/PAY0ODOET
PAY0CMWPR	ADC 2-9-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-9-1 payload	1	ADC2-9-1		https://adcdb.idrblab.net/data/payload/details/PAY0CMWPR
PAY0BKHHJ	ADC 2-9-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-9-2 payload	1	ADC2-9-2		https://adcdb.idrblab.net/data/payload/details/PAY0BKHHJ
PAY0RQYNM	ADC 2-A payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-A payload	1	ADC2-A		https://adcdb.idrblab.net/data/payload/details/PAY0RQYNM
PAY0NFHMH	ADC 2-B payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC2-B payload	1	ADC2-B		https://adcdb.idrblab.net/data/payload/details/PAY0NFHMH
PAY0QSUEZ	ADC 3-1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-1 payload	1	ADC3-1		https://adcdb.idrblab.net/data/payload/details/PAY0QSUEZ
PAY0GRZPE	ADC 3-10 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-10 payload	1	ADC3-10		https://adcdb.idrblab.net/data/payload/details/PAY0GRZPE
PAY0UEREX	ADC 3-11 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-11 payload	1	ADC3-11		https://adcdb.idrblab.net/data/payload/details/PAY0UEREX
PAY0DKNWM	ADC 3-12 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-12 payload	1	ADC3-12		https://adcdb.idrblab.net/data/payload/details/PAY0DKNWM
PAY0NUWOK	ADC 3-13 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-13 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0NUWOK
PAY0MZZRB	ADC 3-14 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-14 payload	1	ADC3-14		https://adcdb.idrblab.net/data/payload/details/PAY0MZZRB
PAY0NVXFA	ADC 3-15 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-15 payload	1	ADC3-15		https://adcdb.idrblab.net/data/payload/details/PAY0NVXFA
PAY0MJXFR	ADC 3-16 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-16 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0MJXFR
PAY0NEYLN	ADC 3-17 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-17 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0NEYLN
PAY0IXZFB	ADC 3-18 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-18 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0IXZFB
PAY0RQBQW	ADC 3-19 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-19 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0RQBQW
PAY0QMCOT	ADC 3-2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-2 payload	1	ADC3-2		https://adcdb.idrblab.net/data/payload/details/PAY0QMCOT
PAY0UVIUP	ADC 3-20 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-20 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0UVIUP
PAY0NYIOD	ADC 3-3 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-3 payload	1	ADC3-3		https://adcdb.idrblab.net/data/payload/details/PAY0NYIOD
PAY0AMEDC	ADC 3-4 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-4 payload	1	ADC3-4		https://adcdb.idrblab.net/data/payload/details/PAY0AMEDC
PAY0DRQLL	ADC 3-5 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-5 payload	1	ADC3-5		https://adcdb.idrblab.net/data/payload/details/PAY0DRQLL
PAY0SJTXX	ADC 3-6 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-6 payload	1	ADC3-6		https://adcdb.idrblab.net/data/payload/details/PAY0SJTXX
PAY0PBQIS	ADC 3-7 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-7 payload	1	ADC3-7		https://adcdb.idrblab.net/data/payload/details/PAY0PBQIS
PAY0XXJNY	ADC 3-8 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-8 payload	1	ADC3-8		https://adcdb.idrblab.net/data/payload/details/PAY0XXJNY
PAY0HECEY	ADC 3-9 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC3-9 payload	1	ADC3-9		https://adcdb.idrblab.net/data/payload/details/PAY0HECEY
PAY0IHIJA	ADC-C1 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-C1 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0IHIJA
PAY0YMYPV	ADC-C2 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-C2 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0YMYPV
PAY0ULVPD	ADC-C3 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-C3 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0ULVPD
PAY0OXLXB	ADC-C4 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-C4 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0OXLXB
PAY0LCDJX	ADC-C5 payload	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	ADC-C5 payload	0			https://adcdb.idrblab.net/data/payload/details/PAY0LCDJX
PAY0BNILB	AF-HEA	ADC_PAYLOAD			0			https://adcdb.idrblab.net/data/payload/details/PAY0BNILB
PAY0HQOIZ	AF-HPA	ADC_PAYLOAD			5	ASN004; Emiltatug ledadotin; Upifitamab rilsodotin; XMT-1522; XMT-1592		https://adcdb.idrblab.net/data/payload/details/PAY0HQOIZ
PAY0IXEJQ	AGD-0182	ADC_PAYLOAD	Microtubule (MT)	AGD-0182; CHEMBL5205301; SCHEMBL17302870; HY-144585; CS-0432631	1	AGS-62P1		https://adcdb.idrblab.net/data/payload/details/PAY0IXEJQ
PAY0SUOCB	AMDCPT	ADC_PAYLOAD			1	ABBV-400		https://adcdb.idrblab.net/data/payload/details/PAY0SUOCB
PAY0UHCAF	AP052	ADC_PAYLOAD			1	ADRX-0706		https://adcdb.idrblab.net/data/payload/details/PAY0UHCAF
PAY0AHVOK	AP052	ADC_PAYLOAD	Microtubule (MT)		0			https://adcdb.idrblab.net/data/payload/details/PAY0AHVOK
PAY0WUYLV	AP25	ADC_PAYLOAD	Integrin alpha-5 (ITGA5)	AP25	1	PSG4R AP25		https://adcdb.idrblab.net/data/payload/details/PAY0WUYLV
PAY0LGKPJ	AZ-1508	ADC_PAYLOAD	Microtubule (MT)	Tubulysin AZ-1508; 1817736-04-1; UNII-1Y3DZ3604R; 1Y3DZ3604R; AZ 1508; AZ-1508; AZ1508; SCHEMBL17157189; AKOS040743569; HY-128962; CS-0102877; (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-3-[[(2S,3S)-2-[[(2R,4R)-1,4-dimethylpiperidine-2-carbonyl]amino]-3-methylpentanoyl]-ethylamino]-4-methylpentyl]-1,3-thiazole-4-carbonyl]amino]-5-[4-[[(2S)-6-amino-2-[6-(2,5-dioxopyrrol-1-yl)hexanoylamino]hexanoyl]amino]phenyl]-2-methylpentanoic acid	4	T-D2-1508; T-D4-1508; T-D6-1508; T-D8-1508		https://adcdb.idrblab.net/data/payload/details/PAY0LGKPJ
PAY0OWZGZ	AZ0132	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	AZ0132	2		DRG0CWADI; DRG0XKZBO	https://adcdb.idrblab.net/data/payload/details/PAY0OWZGZ
PAY0AKUNH	AZ13599185	ADC_PAYLOAD	Microtubule (MT)	AZ13599185	0			https://adcdb.idrblab.net/data/payload/details/PAY0AKUNH
PAY0VJTOU	AZ14170132 (AZ0132)	ADC_PAYLOAD			4	Lixarkitug samrotecan; Puxitatug samrotecan; Tilatamig samrotecan; Torvutatug samrotecan		https://adcdb.idrblab.net/data/payload/details/PAY0VJTOU
PAY0JUHNT	AZ14170132	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)		1		DRG0BIQVN	https://adcdb.idrblab.net/data/payload/details/PAY0JUHNT
PAY0ZVBAI	Active metabolite of irinotecan SN38	ADC_PAYLOAD	DNA topoisomerase 1 (TOP1)	Active metabolite of irinotecan SN38	19		DRG0AYEUI; DRG0BUAWG; DRG0BXRDQ; DRG0CZHYM; DRG0DBPMZ; DRG0EKTUN; DRG0HUPSN; DRG0JBKMD; DRG0OKMOL; DRG0PEVVH; DRG0PZVUG; DRG0QGQWG; DRG0QITMW; DRG0QJGNH; DRG0QQKLF; DRG0QYJUL; DRG0RGMND; DRG0SIMLV; DRG0YHHWC	https://adcdb.idrblab.net/data/payload/details/PAY0ZVBAI
PAY0TZKYS	Ahx-maytansine	ADC_PAYLOAD	Microtubule (MT)	Ahx-maytansine	1	Trastuzumab-SYNtansine		https://adcdb.idrblab.net/data/payload/details/PAY0TZKYS
PAY0VSQTA	Aldehyde-tagged MMAF	ADC_PAYLOAD	Microtubule (MT)	Aldehyde-tagged MMAF	0			https://adcdb.idrblab.net/data/payload/details/PAY0VSQTA
PAY0LNJXB	Alendronate	ADC_PAYLOAD	Farnesyl pyrophosphate synthase (FDPS)	Alendronate	0			https://adcdb.idrblab.net/data/payload/details/PAY0LNJXB
PAY0EGTHJ	Alpha-amanitin (thioether)	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	Alpha-amanitin (thioether)	0			https://adcdb.idrblab.net/data/payload/details/PAY0EGTHJ
PAY0KYHON	Alpha-amanitin+Monomethyl auristatin E	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G); Microtubule (MT)	Alpha-amanitin+Monomethyl auristatin E	2	WO2017089890A1 ADC58; WO2017089890A1 ADC78		https://adcdb.idrblab.net/data/payload/details/PAY0KYHON
PAY0MZOZX	Alpha-amanitin	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	Alpha-amanitin; 23109-05-9; alpha-Amanitine; .alpha.-Amanitin; HSDB 3458; C39H54N10O14S; EINECS 245-432-2; BRN 1071138; C39-H54-N10-O14-S; CHEMBL3792970; SCHEMBL16491633; Cyclic(L-asparaginyl-4-hydroxy-L-prolyl-(R)-4,5-dihydroxy-L-isoleucyl-6-hydroxy-2-mercapto-L-tryptophylglycyl-L-isoleucylglycyl-L-cysteinyl), cyclic (4-8)-sulfide, (R)-S-oxide; AKOS024457936; CS-5321; HY-19610; 11000-43-4; cyclo[L-Asparaginyl-4-hydroxy-L-proly-(R-4,5-dihydroxy-L-isoleucyl-6-hydroxy-2-mercapto-L-tryptophylglycyl-L-isoleucylglycyl-L-cysteinyl]cyclic (4?8)-sulfide (R)-S-oxide	9		DRG0AVRJX; DRG0AZIZP; DRG0GJZXV; DRG0HYJMR; DRG0IVKDI; DRG0IYRDO; DRG0KMBTX; DRG0SSXAK; DRG0VIJTU	https://adcdb.idrblab.net/data/payload/details/PAY0MZOZX
PAY0VWAIT	Alphatecan (T01)	ADC_PAYLOAD			0			https://adcdb.idrblab.net/data/payload/details/PAY0VWAIT
PAY0XKIFN	Amaninamide (thioether)	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	Amaninamide; C39-H54-N10-O13-S; 58311-65-2; LS-190889; Q4739861; 2-[34-butan-2-yl-13-(3,4-dihydroxybutan-2-yl)-8-hydroxy-2,5,11,14,27,30,33,36,39-nonaoxo-27lambda4-thia-3,6,12,15,25,29,32,35,38-nonazapentacyclo[14.12.11.06,10.018,26.019,24]nonatriaconta-18(26),19,21,23-tetraen-4-yl]acetamide	0			https://adcdb.idrblab.net/data/payload/details/PAY0XKIFN
PAY0BLWRI	Amanitin 30.088	ADC_PAYLOAD	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	Amanitin 30.088	2	Anti-HER2-D265C-30.0880; Anti-PSMA-D265C-30.0880		https://adcdb.idrblab.net/data/payload/details/PAY0BLWRI
