entity_id	canonical_name	entity_type	synonyms	n_adc_backlinks	adc_backlink_names	adc_backlink_ids	source_url
TAR0EGDJA	Epidermal growth factor receptor (EGFR); Hepatocyte growth factor receptor (MET)	ADC_TARGET		7		DRG0CWADI; DRG0FTNUO; DRG0IQWTO; DRG0JEJPW; DRG0TMQEQ; DRG0VOFMD; DRG0YJVVL	https://adcdb.idrblab.net/data/abt/details/TAR0EGDJA
TAR0OBJCM	Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1)	ADC_TARGET		2		DRG0MTMQA; DRG0QTTET	https://adcdb.idrblab.net/data/abt/details/TAR0OBJCM
TAR0TIBOV	Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-2 (ERBB2)	ADC_TARGET		1	GenSci139		https://adcdb.idrblab.net/data/abt/details/TAR0TIBOV
TAR0YDDCH	Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-2 (ERBB2)	ADC_TARGET		1	Dualtargeting lidamycin ADC		https://adcdb.idrblab.net/data/abt/details/TAR0YDDCH
TAR0EUMSQ	Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (ERBB3)	ADC_TARGET		8	BL-B16D1; DRG0IFWXM; DRG0IXDXJ; DRG0QGSVN; DRG0UBXSP; HDM2024; IBI-3005; JSKN021		https://adcdb.idrblab.net/data/abt/details/TAR0EUMSQ
TAR0TLUNC	Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3)	ADC_TARGET		30		DRG0ANQPV; DRG0DTJZD; DRG0IQVHP; DRG0JIEZD; DRG0JKYFC; DRG0JRXHL; DRG0KKQDW; DRG0LATBR; DRG0LUWVA; DRG0MVGDP; DRG0OCJGZ; DRG0OVMJM; DRG0PFHCM; DRG0PKGCA; DRG0QMJZS; DRG0QZUFE; DRG0RGKDK; DRG0ROMYM; DRG0RWCYL; DRG0TFDBF; DRG0TNSIO; DRG0TOVGF; DRG0UJXGX; DRG0UYLEW; DRG0VOTVV; DRG0WNUJB; DRG0XHKXF; DRG0XOZXZ; DRG0ZHPAT; DRG0ZRPMC	https://adcdb.idrblab.net/data/abt/details/TAR0TLUNC
TAR0VBULH	Epidermal growth factor receptor (EGFR); Tumor-associated calcium signal transducer 2 (TACSTD2)	ADC_TARGET		1	DM001		https://adcdb.idrblab.net/data/abt/details/TAR0VBULH
TAR0UYFIF	Epidermal growth factor receptor (EGFR)	ADC_TARGET	ERBB; ERBB1; HER1; Proto-oncogene c-ErbB-1;Receptor tyrosine-protein kinase erbB-1	245		DRG0ABVFW; DRG0ADUVQ; DRG0AFXBF; DRG0AJRKR; DRG0AJUVS; DRG0ALFPK; DRG0ANIRQ; DRG0AQHSO; DRG0ARBIR; DRG0ASBIX; DRG0ATULB; DRG0AYEUI; DRG0BABPY; DRG0BBHPW; DRG0BEPVW; DRG0BLHTP; DRG0BLOIO; DRG0BOJXK; DRG0BRLAW; DRG0BVRYI; DRG0BVXRR; DRG0BYVUR; DRG0CENRA; DRG0CFOPR; DRG0CGCDG; DRG0CGPQZ; DRG0COJIL; DRG0COWZX; DRG0CRHCH; DRG0CTLAS	https://adcdb.idrblab.net/data/abt/details/TAR0UYFIF
TAR0OYOTT	Epidermal growth factor receptor variant III (EGFRvIII)	ADC_TARGET	ERBBvIII; ERBB1vIII; HER1vIII; Proto-oncogene c-ErbB-1vIII;Receptor tyrosine-protein kinase erbB-1vIII	15		DRG0DBOBD; DRG0FRQUB; DRG0KNFGV; DRG0LKHDN; DRG0LXWTE; DRG0NBLUD; DRG0NJCPB; DRG0NOLEO; DRG0NUPUI; DRG0RFTFM; DRG0RWAPY; DRG0SQKCB; DRG0SWJIT; DRG0UJSDX; DRG0YVBCV	https://adcdb.idrblab.net/data/abt/details/TAR0OYOTT
TAR0OHKVL	Epidermal growth factor receptorn (EGFR C797S) (EGFR C797S)	ADC_TARGET		1		DRG0DDWPP	https://adcdb.idrblab.net/data/abt/details/TAR0OHKVL
TAR0GZXLR	Epithelial cell adhesion molecule (EPCAM)	ADC_TARGET	GA733-2; M1S2; M4S1; MIC18; TACSTD1; TROP1; Adenocarcinoma-associated antigen;Cell surface glycoprotein Trop-1;Epithelial cell surface antigen;Epithelial glycoprotein;Epithelial glycoprotein 314;KS 1/4 antigen;KSA;Major gastrointestinal tumor-associated protein GA733-2;Tumor-associated calcium signal transducer 1;CD_antigen=CD326	14		DRG0ADIFF; DRG0BVRNJ; DRG0CKWNZ; DRG0DXHTY; DRG0FQVDY; DRG0GXGKO; DRG0HHNYV; DRG0ICRYT; DRG0MFMSM; DRG0NZUZJ; DRG0RSHGL; DRG0SGXZO; DRG0TGUXX; DRG0TXGSO	https://adcdb.idrblab.net/data/abt/details/TAR0GZXLR
TAR0RUTUB	Fc receptor-like protein 5 (FCRL5)	ADC_TARGET	FCRH5; IRTA2; UNQ503; PRO820; BXMAS1;Fc receptor homolog 5;Immune receptor translocation-associated protein 2;CD_antigen=CD307e	3	Anti-FcRL5-Mc-vcPAB-MMAE; Anti-FcRL5-SPDB-DM4; DFRF-4539A		https://adcdb.idrblab.net/data/abt/details/TAR0RUTUB
TAR0KYIZX	Fibroblast growth factor receptor 1 (FGFR1)	ADC_TARGET	BFGFR; CEK; FGFBR; FLG; FLT2; HBGFR; Basic fibroblast growth factor receptor 1;Fms-like tyrosine kinase 2;N-sam;Proto-oncogene c-Fgr;CD_antigen=CD331	2	PeptibodyC19-PEG4-Val-Cit-MMAE; T-Fc-Val-Cit-MMAE		https://adcdb.idrblab.net/data/abt/details/TAR0KYIZX
TAR0ODKQM	Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4)	ADC_TARGET		106	Anti-FGFR2/4 mAb-10553 CX1-1-DM1; Anti-FGFR2/4 mAb-10553 SMCC-DM1; Anti-FGFR2/4 mAb-10553 SPDB-DM4; Anti-FGFR2/4 mAb-10553 SPDP-DM1; Anti-FGFR2/4 mAb-10553 SPP-DM1; Anti-FGFR2/4 mAb-10553 SSNPP-DM3; Anti-FGFR2/4 mAb-10553 Sulfo-SPDB-DM4; Anti-FGFR2/4 mAb-10554 CX1-1-DM1; Anti-FGFR2/4 mAb-10554 SMCC-DM1; Anti-FGFR2/4 mAb-10554 SPDB-DM4; Anti-FGFR2/4 mAb-10554 SPDP-DM1; Anti-FGFR2/4 mAb-10554 SPP-DM1; Anti-FGFR2/4 mAb-10554 SSNPP-DM3; Anti-FGFR2/4 mAb-10554 Sulfo-SPDB-DM4; Anti-FGFR2/4 mAb-10729 CX1-1-DM1; Anti-FGFR2/4 mAb-10729 SMCC-DM1; Anti-FGFR2/4 mAb-10729 SPDB-DM4; Anti-FGFR2/4 mAb-10729 SPDP-DM1; Anti-FGFR2/4 mAb-10729 SPP-DM1; Anti-FGFR2/4 mAb-10729 SSNPP-DM3; Anti-FGFR2/4 mAb-10729 Sulfo-SPDB-DM4; Anti-FGFR2/4 mAb-10918 CX1-1-DM1; Anti-FGFR2/4 mAb-10918 SMCC-DM1; Anti-FGFR2/4 mAb-10918 SPDB-DM4; Anti-FGFR2/4 mAb-10918 SPDP-DM1; Anti-FGFR2/4 mAb-10918 SPP-DM1; Anti-FGFR2/4 mAb-10918 SSNPP-DM3; Anti-FGFR2/4 mAb-10918 Sulfo-SPDB-DM4; Anti-FGFR2/4 mAb-10923 CX1-1-DM1; Anti-FGFR2/4 mAb-10923 SMCC-DM1		https://adcdb.idrblab.net/data/abt/details/TAR0ODKQM
TAR0OXEAL	Fibroblast growth factor receptor 2 (FGFR2)	ADC_TARGET	BEK; KGFR; KSAM; K-sam;Keratinocyte growth factor receptor;CD_antigen=CD332	66		DRG0ANQNG; DRG0DGZBK; DRG0DHUQX; DRG0DONLR; DRG0DYWLS; DRG0EWEBV; DRG0EXOII; DRG0FFTLK; DRG0FGXER; DRG0FHBAE; DRG0FOPUY; DRG0GRZGE; DRG0HCVQW; DRG0HFBMZ; DRG0IICVR; DRG0IQUPN; DRG0IUIZQ; DRG0JJEUT; DRG0JNTFL; DRG0JNXDI; DRG0LHFRY; DRG0LUGBY; DRG0LVCGV; DRG0LXDBX; DRG0MJZPR; DRG0MUTGA; DRG0MVRLO; DRG0NCCEU; DRG0NCPSR; DRG0NHLSX	https://adcdb.idrblab.net/data/abt/details/TAR0OXEAL
TAR0ZNFNB	Fibroblast growth factor receptor 3 (FGFR3)	ADC_TARGET	JTK4; CD_antigen=CD333	2		DRG0KWMKF; DRG0XBJHU	https://adcdb.idrblab.net/data/abt/details/TAR0ZNFNB
TAR0GVYZS	Fibroblast growth factor receptor 4 (FGFR4)	ADC_TARGET	JTK2; TKF; CD_antigen=CD334	2	DRG0ITEEV; U3-1784-Compound (Ia)		https://adcdb.idrblab.net/data/abt/details/TAR0GVYZS
TAR0PSTYD	Fibromodulin (FMOD)	ADC_TARGET	FM; SLRR2E; Collagen-binding 59 kDa protein;Keratan sulfate proteoglycan fibromodulin	1	FMOD-ADC		https://adcdb.idrblab.net/data/abt/details/TAR0PSTYD
TAR0EHRHH	Fibronectin (FN1)	ADC_TARGET	FN; Cold-insoluble globulin	3		DRG0QCIPJ; DRG0REALL; DRG0SEAFV	https://adcdb.idrblab.net/data/abt/details/TAR0EHRHH
TAR0QHAVI	Folate receptor alpha (FOLR1)	ADC_TARGET	FOLR; Adult folate-binding protein;Folate receptor 1;Folate receptor, adult;KB cells FBP;Ovarian tumor-associated antigen MOv18	202		DRG0AECRR; DRG0AGWDB; DRG0AQLGB; DRG0ASHUH; DRG0AUKCA; DRG0BAZKZ; DRG0BBRJG; DRG0BGCIQ; DRG0BIQVN; DRG0BLINK; DRG0BZDNW; DRG0CCQRR; DRG0CDCKY; DRG0CEOMA; DRG0CETGS; DRG0CHECW; DRG0CIRIY; DRG0CLBZN; DRG0COANM; DRG0CODEO; DRG0COPUJ; DRG0CTQUP; DRG0CVBYK; DRG0CWQAC; DRG0CZARU; DRG0DCQUW; DRG0DFVIC; DRG0DFXFU; DRG0DKWHC; DRG0DLYRE	https://adcdb.idrblab.net/data/abt/details/TAR0QHAVI
TAR0BULZG	Frizzled-7 (FZD7)	ADC_TARGET	FzE3	2		DRG0GGZJV; DRG0SQAHG	https://adcdb.idrblab.net/data/abt/details/TAR0BULZG
TAR0BIGJP	Fucosylated monosialotetrahexosylganglioside (FucGM1)	ADC_TARGET		29	Anti-FucGM1-45 ADC; Anti-FucGM1-46 ADC; Anti-FucGM1-47 ADC; Anti-FucGM1-48 ADC; DRG0ACDAI; DRG0ASAPS; DRG0ASJYK; DRG0AYWNU; DRG0DIIPW; DRG0EBYIM; DRG0EMPQB; DRG0EUBDV; DRG0EVSSN; DRG0FWFMV; DRG0GZMCL; DRG0JWXUS; DRG0LQFXO; DRG0OWYSC; DRG0PDEXX; DRG0QAVWI; DRG0QECHB; DRG0QVGJP; DRG0RDNVH; DRG0UHMLO; DRG0UWHHW; DRG0WSLPF; DRG0XFZIC; DRG0XIVLE; DRG0YIYFN		https://adcdb.idrblab.net/data/abt/details/TAR0BIGJP
TAR0GIFMP	G-protein coupled receptor 20 (GPR20)	ADC_TARGET		15		DRG0DTOFN; DRG0DVYHP; DRG0ESMLO; DRG0FEPRR; DRG0GINYL; DRG0IDJLV; DRG0KMHWZ; DRG0LCSFG; DRG0NKYQD; DRG0OCPJZ; DRG0RXMOS; DRG0TPWBF; DRG0UDOTY; DRG0WJKRI; DRG0ZZTXU	https://adcdb.idrblab.net/data/abt/details/TAR0GIFMP
TAR0XQRSB	G-protein coupled receptor family C group 5 member D (GPRC5D)	ADC_TARGET		1		DRG0VYKSA	https://adcdb.idrblab.net/data/abt/details/TAR0XQRSB
TAR0JUWID	GC-C	ADC_TARGET		2	Indusatumab vedotin; TAK-164		https://adcdb.idrblab.net/data/abt/details/TAR0JUWID
TAR0MVKGL	GDNF family receptor alpha-1 (GFRA1)	ADC_TARGET	GDNFRA; RETL1; TRNR1; RET ligand 1;TGF-beta-related neurotrophic factor receptor 1	1	GFRA1 targeted antibody-drug conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0MVKGL
TAR0UTVLX	Galectin-3-binding protein (LGALS3BP)	ADC_TARGET	M2BP; Basement membrane autoantigen p105;Lectin galactoside-binding soluble 3-binding protein;Mac-2-binding protein;Tumor-associated antigen 90K	3	1959-SSS-DM3; 1959-sss/DM4; MP-1959-ADC		https://adcdb.idrblab.net/data/abt/details/TAR0UTVLX
TAR0GGGWQ	Gamma-aminobutyric acid receptor subunit pi (GABRP)	ADC_TARGET	GABA(A) receptor subunit pi	1	GABRP Ab-DM1 ADC		https://adcdb.idrblab.net/data/abt/details/TAR0GGGWQ
TAR0TIPAJ	Ganglioside GD2 (GD2)	ADC_TARGET		2	Ch14.18-MMAE; Ch14.18-MMAF		https://adcdb.idrblab.net/data/abt/details/TAR0TIPAJ
TAR0IUXCP	Ganglioside GD3	ADC_TARGET		1		DRG0VNZZZ	https://adcdb.idrblab.net/data/abt/details/TAR0IUXCP
TAR0JYLUU	Gasdermin-E (GSDME)	ADC_TARGET	Inversely correlated with estrogen receptor expression 1 Non-syndromic hearing impairment protein 5	1	mesoADC		https://adcdb.idrblab.net/data/abt/details/TAR0JYLUU
TAR0RBHCF	Globo H (globotriaosylceramide)	ADC_TARGET		2		DRG0SNURI; DRG0ZWUTX	https://adcdb.idrblab.net/data/abt/details/TAR0RBHCF
TAR0YDDCU	Glutamate carboxypeptidase 2 (FOLH1); Metalloreductase STEAP1 (STEAP1)	ADC_TARGET		1	ABBV-969		https://adcdb.idrblab.net/data/abt/details/TAR0YDDCU
TAR0ZHRFU	Glutamate carboxypeptidase 2 (FOLH1)	ADC_TARGET	Cell growth-inhibiting gene 27 protein; Folate hydrolase 1; Folylpoly-gamma-glutamate carboxypeptidase; Glutamate carboxypeptidase II; Membrane glutamate carboxypeptidase; N-acetylated-alpha-linked acidic dipeptidase I; Prostate-specific membrane antigen; Pteroylpoly-gamma-glutamate carboxypeptidase	112		DRG0AADPC; DRG0AFWEI; DRG0AJZDY; DRG0ASXDK; DRG0ATPXQ; DRG0AVEQT; DRG0CRAKG; DRG0CZBIH; DRG0DABZH; DRG0DEGYA; DRG0DFBPV; DRG0DHIZC; DRG0DIUOI; DRG0DNHUD; DRG0DROCG; DRG0DWKOL; DRG0ECPIQ; DRG0EEIPS; DRG0EERWJ; DRG0EIKGI; DRG0EKQVL; DRG0EOPUD; DRG0ERQFB; DRG0ERUBP; DRG0FILKV; DRG0FLNVO; DRG0GAFBL; DRG0GDHBK; DRG0GHVFC; DRG0GJYVE	https://adcdb.idrblab.net/data/abt/details/TAR0ZHRFU
TAR0WBVOL	Glypican-1 (GPC1)	ADC_TARGET		21	GPC-1 ADC 1; GPC-1 ADC 10; GPC-1 ADC 11; GPC-1 ADC 12; GPC-1 ADC 13; GPC-1 ADC 14; GPC-1 ADC 15; GPC-1 ADC 16; GPC-1 ADC 17; GPC-1 ADC 18; GPC-1 ADC 2; GPC-1 ADC 3; GPC-1 ADC 4; GPC-1 ADC 5; GPC-1 ADC 6; GPC-1 ADC 7; GPC-1 ADC 8; GPC-1 ADC 9; GPC-1-ADC; GPC1-ADC-MMAE; GPC1-ADC-MMAF		https://adcdb.idrblab.net/data/abt/details/TAR0WBVOL
TAR0LAWKO	Glypican-2 (GPC2)	ADC_TARGET		2	D3-GPC2-PBD; DRG0UOAJM		https://adcdb.idrblab.net/data/abt/details/TAR0LAWKO
TAR0NNHUU	Glypican-3 (GPC3)	ADC_TARGET	OCI5; GTR2-2;Intestinal protein OCI-5;MXR7	46		DRG0AFQCU; DRG0ALMGB; DRG0BRADG; DRG0CKMPP; DRG0DEOYK; DRG0EBKVX; DRG0EQDLA; DRG0EVGHD; DRG0EWEYR; DRG0GLWKS; DRG0GZRQQ; DRG0HBMPH; DRG0HDZAW; DRG0JEKTY; DRG0JGXIK; DRG0JRQLU; DRG0KCIZT; DRG0KVVMV; DRG0KWRKH; DRG0MAYTI; DRG0MCDHV; DRG0MUJTG; DRG0MVAFJ; DRG0NLPAH; DRG0OOOWH; DRG0PELUS; DRG0PJKLO; DRG0QUDXZ; DRG0RVHLX; DRG0RVNRW	https://adcdb.idrblab.net/data/abt/details/TAR0NNHUU
TAR0SXQNS	Granulocyte colony-stimulating factor receptor (CSF3R)	ADC_TARGET	GCSFR; CD_antigen=CD114	1		DRG0KKBKT	https://adcdb.idrblab.net/data/abt/details/TAR0SXQNS
TAR0ZYWVJ	Guanylyl cyclase C (GUCY2C)	ADC_TARGET	Heat-stable enterotoxin receptor;Intestinal guanylate cyclase	2		DRG0FSHWJ; DRG0IPCHO	https://adcdb.idrblab.net/data/abt/details/TAR0ZYWVJ
TAR0ZCCYF	HLA class I histocompatibility antigen, alpha chain G (HLA-G)	ADC_TARGET	HLA G antigen;MHC class I antigen G	1		DRG0QIJRR	https://adcdb.idrblab.net/data/abt/details/TAR0ZCCYF
TAR0KVKEF	HLA class II histocompatibility antigen gamma chain (CD74)	ADC_TARGET	DHLAG; HLA-DR antigens-associated invariant chain;Ia antigen-associated invariant chain;CD_antigen=CD74	26		DRG0AELYX; DRG0CBDTB; DRG0CYWIX; DRG0DDBSF; DRG0DWFMJ; DRG0EAECY; DRG0EMENQ; DRG0GMDRL; DRG0HLUUC; DRG0IGVTS; DRG0IZGWW; DRG0KBADU; DRG0MOYPW; DRG0QMAIV; DRG0RJKWE; DRG0SAHJU; DRG0SDPTM; DRG0SNONX; DRG0VLGVH; DRG0VQQAX; DRG0WKXXE; DRG0WOBTL; DRG0XKOYT; DRG0YTXVU; DRG0ZIJNR; DRG0ZQDBC	https://adcdb.idrblab.net/data/abt/details/TAR0KVKEF
TAR0FMLBT	HLA class II histocompatibility antigen, DR alpha chain (HLA-DRA)	ADC_TARGET	HLA-DRA1; MHC class II antigen DRA	2		DRG0FZKVR; DRG0KWGRK	https://adcdb.idrblab.net/data/abt/details/TAR0FMLBT
TAR0GJMYC	Haptoglobin-hemoglobin receptor (Tb06.28F21.220)	ADC_TARGET		2	Tb074-SG3376; Tb085-SG3376		https://adcdb.idrblab.net/data/abt/details/TAR0GJMYC
TAR0JNSUE	Hepatitis A virus cellular receptor 1 (HAVCR1)	ADC_TARGET	KIM1; TIM1; TIMD1; Kidney injury molecule 1;T-cell immunoglobulin and mucin domain-containing protein 1;T-cell immunoglobulin mucin receptor 1;T-cell membrane protein 1;CD_antigen=CD365	1		DRG0YZGPN	https://adcdb.idrblab.net/data/abt/details/TAR0JNSUE
TAR0AXGLF	Hepatocyte growth factor receptor (MET); Epidermal growth factor receptor (EGFR)	ADC_TARGET		3	DM005; DRG0SHPOF; GEN-1286		https://adcdb.idrblab.net/data/abt/details/TAR0AXGLF
TAR0GEPAI	Hepatocyte growth factor receptor (MET); Hepatocyte growth factor receptor (MET)	ADC_TARGET		1	MET/MET-M114		https://adcdb.idrblab.net/data/abt/details/TAR0GEPAI
TAR0LSJOE	Hepatocyte growth factor receptor (MET); Macrophage-stimulating protein receptor (MST1R)	ADC_TARGET		13	BYON3521; DRG0IUOID; DRG0JCUAO; DRG0TTBCF; MT-8633; MYTX-011; RC108; REGN5093-M114; SHR-1826; SHR-A1403; Telisotuzumab vedotin; YL211; telisotuzumab adizutecan		https://adcdb.idrblab.net/data/abt/details/TAR0LSJOE
TAR0AIJKM	Hepatocyte growth factor receptor (MET)	ADC_TARGET	HGF/SF receptor;Proto-oncogene c-Met;Scatter factor receptor;Tyrosine-protein kinase Met	58		DRG0AHQJW; DRG0AOJSA; DRG0BFPJV; DRG0CCEQO; DRG0CDYJL; DRG0CNSWG; DRG0COMTY; DRG0DANEJ; DRG0DGNKY; DRG0DNWSM; DRG0DOVQH; DRG0DSOMP; DRG0ECIBA; DRG0EPWAO; DRG0FGOBJ; DRG0FNASQ; DRG0FXFTT; DRG0FXXCX; DRG0FZHDH; DRG0GCAFS; DRG0GXSJT; DRG0HKNWF; DRG0HYBAI; DRG0JNYOJ; DRG0JUEKN; DRG0JZBSP; DRG0LTRDZ; DRG0MDQMI; DRG0MNKZM; DRG0MOPNM	https://adcdb.idrblab.net/data/abt/details/TAR0AIJKM
TAR0DITCA	High affinity immunoglobulin epsilon receptor subunit alpha (FCER1A)	ADC_TARGET	FCE1A; Fc-epsilon RI-alpha; IgE Fc receptor subunit alpha	10		DRG0DDIWM; DRG0FLLMW; DRG0FPUEX; DRG0IKOGW; DRG0MEWMY; DRG0QEUTB; DRG0RLGLP; DRG0ROBYM; DRG0TVBZP; DRG0WXKDG	https://adcdb.idrblab.net/data/abt/details/TAR0DITCA
TAR0HPNPL	Human gp240 antigen	ADC_TARGET		1	Monoclonal antibody ZME-018-gelonin conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0HPNPL
TAR0TAPIC	Inactive tyrosine-protein kinase 7 (PTK7); Epidermal growth factor receptor (EGFR)	ADC_TARGET		1	DM003		https://adcdb.idrblab.net/data/abt/details/TAR0TAPIC
TAR0JXPTV	Inactive tyrosine-protein kinase 7 (PTK7)	ADC_TARGET	CCK4; Colon carcinoma kinase 4;Protein-tyrosine kinase 7;Pseudo tyrosine kinase receptor 7;Tyrosine-protein kinase-like 7	7		DRG0CRNZA; DRG0CUSJZ; DRG0NSXOJ; DRG0QQNUX; DRG0RMHEN; DRG0SVBBY; DRG0XHZLG	https://adcdb.idrblab.net/data/abt/details/TAR0JXPTV
TAR0JOBXJ	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1); Tyrosine-protein kinase transmembrane receptor ROR2 (ROR2)	ADC_TARGET		5	DRG0GERTS; DRG0IZKGD; DRG0LECDP; DRG0MLPUR; Ozuriftamab vedotin		https://adcdb.idrblab.net/data/abt/details/TAR0JOBXJ
TAR0LTTSS	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1)	ADC_TARGET	NTRKR1; Neurotrophic tyrosine kinase, receptor-related 1	93		DRG0AMFAZ; DRG0AQAAX; DRG0BOTCP; DRG0BVUHV; DRG0CQEIR; DRG0CQVVF; DRG0CTOUQ; DRG0DIFXZ; DRG0DRJBU; DRG0DSTKU; DRG0DZCMM; DRG0EGWZM; DRG0EJPKN; DRG0EJWHI; DRG0ENAPW; DRG0FEUWM; DRG0FHCIO; DRG0FIAKG; DRG0FOOJX; DRG0GBSJX; DRG0GFIMQ; DRG0GFJIT; DRG0GGKEV; DRG0IEORF; DRG0IYBRB; DRG0JEZMQ; DRG0JGLZY; DRG0JQUOP; DRG0JTZEH; DRG0JXDAO	https://adcdb.idrblab.net/data/abt/details/TAR0LTTSS
TAR0RMVAK	Inducible T-cell costimulator (ICOS)	ADC_TARGET	AILIM; Activation-inducible lymphocyte immunomediatory molecule;CD_antigen=CD278	2	Anti-ICOS-MMAE; Anti-ICOS-PBD		https://adcdb.idrblab.net/data/abt/details/TAR0RMVAK
TAR0XGJXK	Insulin-like growth factor 1 receptor (IGF1R)	ADC_TARGET	Insulin-like growth factor I receptor;CD_antigen=CD221	146		DRG0ADPBW; DRG0ADWEL; DRG0ADWJU; DRG0AIHFC; DRG0ANBQP; DRG0BGUUR; DRG0BOSDW; DRG0BTGGP; DRG0BWTKJ; DRG0BYWSX; DRG0BZDRG; DRG0CBSHT; DRG0CCBIC; DRG0CFLVR; DRG0CPFHU; DRG0CPRNY; DRG0CSJAX; DRG0DBZZS; DRG0DGVQT; DRG0DHMGZ; DRG0DLLID; DRG0DLLLH; DRG0DURJJ; DRG0DYQGH; DRG0EBEMV; DRG0EEAOA; DRG0EUGYE; DRG0EVCKZ; DRG0EXNOZ; DRG0FIOEB	https://adcdb.idrblab.net/data/abt/details/TAR0XGJXK
TAR0XYHYS	Integrin alpha-10 (ITGA10)	ADC_TARGET		4		DRG0NDNJB; DRG0RITMD; DRG0XZQSO; DRG0YWPJC	https://adcdb.idrblab.net/data/abt/details/TAR0XYHYS
TAR0LVECA	Integrin alpha-4 (ITGA4)	ADC_TARGET	CD49D; CD49 antigen-like family member D; Integrin alpha-IV; VLA-4 subunit alpha; CD_antigen=CD49d	1	WO2015177360A1 ADC-Natalizumab S375C		https://adcdb.idrblab.net/data/abt/details/TAR0LVECA
TAR0FQEWV	Integrin alpha-5 (ITGA5)	ADC_TARGET	FNRA; CD49 antigen-like family member E; Fibronectin receptor subunit alpha; Integrin alpha-F; VLA-5; CD_antigen=CD49e	13	CC2B-h15H3-gluc-MMAE; DRG0AMCIT; DRG0EKACJ; DRG0EKSID; DRG0GXMNS; DRG0HSOLC; DRG0IYAAC; DRG0NQRGP; DRG0RHRIK; DRG0SDTAR; DRG0XFBUP; DRG0YNJSC; h15H3-gluc-MMAE		https://adcdb.idrblab.net/data/abt/details/TAR0FQEWV
TAR0WOWID	Integrin alpha-V (ITGAV)	ADC_TARGET	Vitronectin receptor;Vitronectin receptor subunit alpha;CD_antigen=CD51	15		DRG0DHIJR; DRG0DJNVI; DRG0FNUGI; DRG0GMQLI; DRG0HIGWE; DRG0IGQDC; DRG0IXCWM; DRG0MAKUC; DRG0MOENC; DRG0NFJPO; DRG0ORLAD; DRG0RJITI; DRG0XLJJW; DRG0YHGEY; DRG0ZUXKG	https://adcdb.idrblab.net/data/abt/details/TAR0WOWID
TAR0JDMFW	Integrin beta-3 (ITGB3)	ADC_TARGET	GP3A; Platelet membrane glycoprotein IIIa; CD_antigen=CD61	1	ScFvGPIIb/IIIa-MMAE		https://adcdb.idrblab.net/data/abt/details/TAR0JDMFW
TAR0OPCIZ	Integrin beta-6 (ITGB6); Programmed cell death 1 ligand 1 (CD274)	ADC_TARGET		1	JSKN022		https://adcdb.idrblab.net/data/abt/details/TAR0OPCIZ
TAR0AIVIM	Integrin beta-6 (ITGB6)	ADC_TARGET		1		DRG0VJROY	https://adcdb.idrblab.net/data/abt/details/TAR0AIVIM
TAR0TVUDL	Intercellular adhesion molecule 1 (ICAM1)	ADC_TARGET	Major group rhinovirus receptor;CD_antigen=CD54	6		DRG0AZSYY; DRG0EUGGJ; DRG0HZMTS; DRG0OGWRU; DRG0OHXHY; DRG0PCAMO	https://adcdb.idrblab.net/data/abt/details/TAR0TVUDL
TAR0KZAQY	Interferon alpha-1/13 (IFNA1; IFNA13)	ADC_TARGET	Interferon alpha-D	1		DRG0ALCYL	https://adcdb.idrblab.net/data/abt/details/TAR0KZAQY
TAR0VQYAS	Interferon-stimulated gene 20 kDa protein (ISG20)	ADC_TARGET	HEM45; Estrogen-regulated transcript 45 protein;Promyelocytic leukemia nuclear body-associated protein ISG20	24		DRG0BDNDU; DRG0DYKDF; DRG0ELUHJ; DRG0EVYFC; DRG0FWCOG; DRG0GPZWY; DRG0HTVOV; DRG0JAGXF; DRG0LDTED; DRG0LRTNK; DRG0NGNGT; DRG0NLSMS; DRG0OOMJM; DRG0RVNVK; DRG0SRCUI; DRG0TNXNH; DRG0UQMET; DRG0VBTYN; DRG0VFXLH; DRG0WJOMO; DRG0WVREO; DRG0XDNAH; DRG0YPLYG; DRG0YRYZD	https://adcdb.idrblab.net/data/abt/details/TAR0VQYAS
TAR0FKDXJ	Interleukin-1 receptor type 2 (IL1R2)	ADC_TARGET	IL1RB; CD121 antigen-like family member B;CDw121b;IL-1 type II receptor;Interleukin-1 receptor beta;Interleukin-1 receptor type II;CD_antigen=CD121b	1	Anti-Tac (Fv)-PE38KDEL conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0FKDXJ
TAR0KKFFR	Interleukin-1 receptor-like 1 (IL1RL1)	ADC_TARGET	DER4; ST2; T1; Protein ST2	7	T1LD1; T1LD2; T1LD3; T1LD4; T1LD5; T1LD6; T1LD7		https://adcdb.idrblab.net/data/abt/details/TAR0KKFFR
