target	target_entity_id	indication	supporting_asset_count	supporting_adc_candidates	confidence	status
Trop-2	ADC_TARGET_TROP2	Sinus Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Small Cell Lung Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Small Cell Lung Cancer Only in Module 5	1	ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Solid Tumor	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Solid Tumor, Adult	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Squamous Cell Carcinoma of Head and Neck	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage III Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage III Hilar Cholangiocarcinoma AJCC v8	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage III Intrahepatic Cholangiocarcinoma AJCC v8	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IIIA Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IIIB Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IIIC Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IV Bladder Cancer AJCC v8	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IV Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IV Hilar Cholangiocarcinoma AJCC v8	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stage IV Intrahepatic Cholangiocarcinoma AJCC v8	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Stomatitis	1	ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	TNBC - Triple-Negative Breast Cancer	1	ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Triple Negative Breast Neoplasms	1	ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Triple-Negative Breast Cancer	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Triple-Negative Breast Carcinoma	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Unresectable Breast Carcinoma	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Unresectable Non-small Lung Cancer	1	ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Unresectable Urothelial Carcinoma	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Urinary Bladder Neoplasms	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
Trop-2	ADC_TARGET_TROP2	Urothelial Carcinoma	1	ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	high	OBSERVED_CLINICAL_ASSOCIATION
