entity_id	entity_type	canonical_label	aliases	first_seen	last_seen	evidence_count	evidence_sources	confidence	status	associated_adc_candidates
PAYLOAD_MOA_TARGET_TUBULIN	PAYLOAD_MOA_TARGET	Tubulin				19	USAN_INN_PAYLOAD_CLASS_PHARMACOLOGY	high	VALIDATED	ADC_CANDIDATE_ADC_SUFFIX_1a81094bebf4; ADC_CANDIDATE_ADC_SUFFIX_1c9d743cf54f; ADC_CANDIDATE_ADC_SUFFIX_4e000bdcb848; ADC_CANDIDATE_ADC_SUFFIX_6e0bdde22a85; ADC_CANDIDATE_ADC_SUFFIX_8a46197896f6; ADC_CANDIDATE_ADC_SUFFIX_8e37de9e1d6b; ADC_CANDIDATE_ADC_SUFFIX_9ba9a67ff4b7; ADC_CANDIDATE_ADC_SUFFIX_9feb2b8bd0bf; ADC_CANDIDATE_ADC_SUFFIX_c96d607d7f9f; ADC_CANDIDATE_ADC_SUFFIX_e1a3cb555c56; ADC_CANDIDATE_ADC_SUFFIX_f5c595efeea1; ADC_CANDIDATE_BELANTAMAB_MAFODOTIN; ADC_CANDIDATE_BRENTUXIMAB_VEDOTIN; ADC_CANDIDATE_DISITAMAB_VEDOTIN; ADC_CANDIDATE_ENFORTUMAB_VEDOTIN; ADC_CANDIDATE_MIRVETUXIMAB_SORAVTANSINE; ADC_CANDIDATE_POLATUZUMAB_VEDOTIN; ADC_CANDIDATE_TISOTUMAB_VEDOTIN; ADC_CANDIDATE_TRASTUZUMAB_EMTANSINE
PAYLOAD_MOA_TARGET_DNATOPOISOMERASE1TOP1	PAYLOAD_MOA_TARGET	DNA topoisomerase 1 (TOP1)				7	USAN_INN_PAYLOAD_CLASS_PHARMACOLOGY	high	VALIDATED	ADC_CANDIDATE_ADC_SUFFIX_5a33565c2c4a; ADC_CANDIDATE_ADC_SUFFIX_5d5b94f8644a; ADC_CANDIDATE_ADC_SUFFIX_76452e9163ef; ADC_CANDIDATE_ADC_SUFFIX_d82b69ba971c; ADC_CANDIDATE_DATOPOTAMAB_DERUXTECAN; ADC_CANDIDATE_SACITUZUMAB_GOVITECAN; ADC_CANDIDATE_TRASTUZUMAB_DERUXTECAN
