candidate_id	candidate_type	candidate_label	source	evidence_id	context	first_seen	confidence	validation_status	reason	modality_classification	modality_detail
ADC_SUFFIX_62841536a2c8	ADC_CANDIDATE	STRO-002	conference_abstract_corpus	10.1158/1538-7445.am2018-1782; 10.1158/1538-7445.am2022-5591	development-code + explicit ADC-context match; example: Abstract 1782: Discovery and activity of STRO-002, a novel ADC targeting folate receptor alpha for ovarian and endometrial cancer	2018-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_b37ce60a8b12	ADC_CANDIDATE	ADCT-601	conference_abstract_corpus	10.1158/1538-7445.am2018-2792a; 10.1158/1538-7445.am2022-lb084	development-code + explicit ADC-context match; example: Abstract 2792A: Preclinical activity of ADCT-601, a novel pyrrolobenzodiazepine (PBD) dimer-based antibody-drug conjugate (ADC) targeting AXL-expressi	2018-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_a1a49c606129	ADC_CANDIDATE	ADCT-701	conference_abstract_corpus	10.1158/1538-7445.am2018-744	development-code + explicit ADC-context match; example: Abstract 744: ADCT-701, a novel pyrrolobenzodiazepine (PBD) dimer-based antibody-drug conjugate (ADC) targeting DLK1-expressing tumors	2018-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_339ec382cc00	ADC_CANDIDATE	MORAb-202	conference_abstract_corpus	10.1158/1538-7445.am2018-952; 10.1200/jco.2022.40.16_suppl.3090	development-code + explicit ADC-context match; example: Abstract 952: MORAb-202, a folate receptor-alpha (FRA)-targeting antibody-eribulin drug conjugate (ADC), exhibits durable antitumor activity and paylo	2018-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_015a13d9a4c4	ADC_CANDIDATE	TAK-522	conference_abstract_corpus	10.1158/1538-7445.am2018-lb-294	development-code + explicit ADC-context match; example: Abstract LB-294: Synergy of an anti-HER2 ADC TAK-522 (XMT-1522) in combination with anti-PD1 monoclonal antibody (mAb) in a syngeneic breast cancer mo	2018-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_8b74d992b906	ADC_CANDIDATE	BAY-924	conference_abstract_corpus	10.1158/1538-7445.am2019-4825	development-code + explicit ADC-context match; example: Abstract 4825: Preclinical characterization of BAY-924, a first in class ADC targeting CXCR5-positive B-cell malignancies, with a KSP inhibitor as nov	2019-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_31b9846bca29	ADC_CANDIDATE	BAY-943	conference_abstract_corpus	10.1158/1538-7445.am2019-4828	development-code + explicit ADC-context match; example: Abstract 4828: Anti-tumor activity of BAY-943, an anti-IL3RA ADC with a novel KSP inhibitor payload, in CDX and PDX AML models	2019-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_cefbfed336fa	ADC_CANDIDATE	XMT-1592	conference_abstract_corpus	10.1158/1538-7445.am2020-2894	development-code + explicit ADC-context match; example: Abstract 2894: XMT-1592, a site-specific Dolasynthen-based NaPi2b-targeted antibody-drug conjugate for the treatment of ovarian cancer and lung adenoc	2020-08-15	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_106ac772e300	ADC_CANDIDATE	DS-6157a	conference_abstract_corpus	10.1158/1538-7445.am2020-5181	development-code + explicit ADC-context match; example: Abstract 5181: Therapeutic targeting of GPR20, selectively expressed in gastrointestinal stromal tumor (GIST), with DS-6157a, an antibody-drug conjuga	2020-08-15	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_d4253d73f71b	ADC_CANDIDATE	SC-004	conference_abstract_corpus	10.1158/1538-7445.am2020-ct124	development-code + explicit ADC-context match; example: Abstract CT124: First-in-human study of SC-004, an antibody-drug conjugate targeting CLDN6/9, in patients with epithelial ovarian cancers	2020-08-15	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_6603151c8d8d	ADC_CANDIDATE	OBI-998	conference_abstract_corpus	10.1158/1538-7445.am2021-955	development-code + explicit ADC-context match; example: Abstract 955: Preclinical characterization of a novel SSEA-4-targeting antibody drug conjugate, OBI-998	2021-07-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_407ec94ca6eb	ADC_CANDIDATE	GENA-111	conference_abstract_corpus	10.1158/1538-7445.am2022-1760	development-code + explicit ADC-context match; example: Abstract 1760: The antibody-drug conjugate GENA-111 conjugated to auristatin F shows therapeutic potency in BCAM positive epithelial cancer	2022-06-15	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_c598fb841016	ADC_CANDIDATE	ADCT-211	conference_abstract_corpus	10.1158/1538-7445.am2023-1604	development-code + explicit ADC-context match; example: Abstract 1604: Preclinical development of ADCT-211, a novel pyrrolobenzodiazepine dimer-based antibody-drug conjugate targeting solid tumors expressin	2023-04-04	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_efaf1641d662	ADC_CANDIDATE	NAV-001	conference_abstract_corpus	10.1158/1538-7445.am2023-1876	development-code + explicit ADC-context match; example: Abstract 1876: NAV-001, a high-efficacy antibody-drug conjugate targeting mesothelin with improved delivery of potent payload by counteracting MUC16/C	2023-04-04	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_ef7442a2baf9	ADC_CANDIDATE	ADCT-212	conference_abstract_corpus	10.1158/1538-7445.am2023-2638	development-code + explicit ADC-context match; example: Abstract 2638: Preclinical development of ADCT-212, a PSMA-targeted antibody-drug conjugate employing the pyrrolobenzodiazepine dimer SG2000 for PSMA-	2023-04-04	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_1fe7a240074a	ADC_CANDIDATE	DB-1303	conference_abstract_corpus	10.1158/1538-7445.am2023-2793	development-code + explicit ADC-context match; example: Abstract 2793: Preclinical pharmacokinetics in cynomolgus monkeys and first in human dose prediction of DB-1303, a HER2-targeting antibody-drug conjug	2023-04-04	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_d45ef2cbdc17	ADC_CANDIDATE	STRO-003	conference_abstract_corpus	10.1158/1538-7445.am2023-4894	development-code + explicit ADC-context match; example: Abstract 4894: The anti-ROR1 ADC STRO-003 demonstrates immune-modulating properties that may enhance checkpoint blockade	2023-04-04	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_38244f7e549c	ADC_CANDIDATE	MK-2140	conference_abstract_corpus	10.1158/1538-7445.am2024-1905	development-code + explicit ADC-context match; example: Abstract 1905: The ROR1 antibody-drug conjugate, MK-2140, enhances the efficacy of established drugs in preclinical models of pediatric acute lymphobl	2024-03-22	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_9dca45578458	ADC_CANDIDATE	BIO-201	conference_abstract_corpus	10.1158/1538-7445.am2024-3133; 10.1200/jco.2023.41.16_suppl.e15013	development-code + explicit ADC-context match; example: Abstract 3133: A novel bispecific antibody-drug conjugate targeting HER2 and Trop-2 displays potent antitumor activity in a variety of tumor models wi	2023-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_463893365ca0	ADC_CANDIDATE	SHR-4602	conference_abstract_corpus	10.1158/1538-7445.am2024-3195	development-code + explicit ADC-context match; example: Abstract 3195: SHR-4602, next generation of HER2-targeting ADC with potent anti-tumor efficacy overcoming the resistance of HER2 ADC with Topo I inhib	2024-03-22	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_cb02ec45050a	ADC_CANDIDATE	LM-317	conference_abstract_corpus	10.1158/1538-7445.am2024-5907	development-code + explicit ADC-context match; example: Abstract 5907: Pre-clinical evaluation of a novel antibody drug conjugate (ADC) LM-317 targeting NaPi2b	2024-03-22	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_ac6fd8618d4a	ADC_CANDIDATE	MBRC-101	conference_abstract_corpus	10.1158/1538-7445.am2024-738; 10.1200/jco.2024.42.16_suppl.tps3161	development-code + explicit ADC-context match; example: A multi-center, open-label phase 1/1b dose finding, safety, and pharmacokinetic study of MBRC-101, an Anth-EphA5 monomethyl auristatin (MMAE) antibody	2024-03-22	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_6d4e47204bdd	ADC_CANDIDATE	AMT-253	conference_abstract_corpus	10.1158/1538-7445.am2024-739	development-code + explicit ADC-context match; example: Abstract 739: AMT-253, a first-in-class MUC18-targeting antibody-drug conjugate, for the treatment of MUC18-positive solid tumors	2024-03-22	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_2d27dc8a14d8	ADC_CANDIDATE	HDP-101	conference_abstract_corpus	10.1158/1538-7445.am2024-ct067	development-code + explicit ADC-context match; example: Abstract CT067: The anti-BCMA antibody-drug conjugate HDP-101 with a novel amanitin payload shows promising initial first in human results in relapsed	2024-04-05	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_22dc953b9c9a	ADC_CANDIDATE	DB-1311	conference_abstract_corpus	10.1158/1538-7445.am2024-ct165	development-code + explicit ADC-context match; example: Abstract CT165: A phase 1/2a, multicenter, open-label, first-in-human study to assess the safety, tolerability, pharmacokinetics, and preliminary anti	2024-04-05	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_0541ebcd369d	ADC_CANDIDATE	DB-1310	conference_abstract_corpus	10.1158/1538-7445.am2024-ct168; 10.1200/jco.2025.43.16_suppl.3000	development-code + explicit ADC-context match; example: Abstract CT168: A phase 1/2a, multicenter, open-label, non-randomized first-in-human study to assess the safety, tolerability, pharmacokinetics, and p	2024-04-05	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_7f7caae27c86	ADC_CANDIDATE	DS-3939a	conference_abstract_corpus	10.1158/1538-7445.am2024-ct291; 10.1200/jco.2024.42.16_suppl.tps3165	development-code + explicit ADC-context match; example: A phase 1/2, first-in-human study of DS-3939a in patients with advanced solid tumors: A new DXd ADC targeting TA-MUC1.	2024-04-05	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_0fd1802261a4	ADC_CANDIDATE	CKD-703	conference_abstract_corpus	10.1158/1538-7445.am2024-lb025	development-code + explicit ADC-context match; example: Abstract LB025: CKD-703, a novel antibody-drug conjugate targeting cMET with an enhanced therapeutic index in solid tumors	2024-04-05	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_6e805eeaddf3	ADC_CANDIDATE	ADRX-0405	conference_abstract_corpus	10.1158/1538-7445.am2025-1159	development-code + explicit ADC-context match; example: Abstract 1159: Preclinical characterization of a novel STEAP1 antibody-drug conjugate ADRX-0405 for the treatment of mCRPC	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_7245e370e04a	ADC_CANDIDATE	BLB-101	conference_abstract_corpus	10.1158/1538-7445.am2025-1578	development-code + explicit ADC-context match; example: Abstract 1578: Preclinical evaluation of BLB-101, a topoisomerase-inhibitor-based anti-CLDN6/9 antibody-drug conjugate featuring a proprietary hydroph	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_1812d76e2295	ADC_CANDIDATE	KA-2887	conference_abstract_corpus	10.1158/1538-7445.am2025-2133	development-code + explicit ADC-context match; example: Abstract 2133: KA-2887-LD38: a novel bispecific antibody-drug conjugate (ADC) targeting both EGFR and PD-L1	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_67ab6ceec16c	ADC_CANDIDATE	LM-350	conference_abstract_corpus	10.1158/1538-7445.am2025-2868	development-code + explicit ADC-context match; example: Abstract 2868: Preclinical evaluation of LM-350: An innovative anti-CDH17 antibody drug conjugate for gastrointestinal cancer therapy	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_aa2ee06b8690	ADC_CANDIDATE	BB-205	conference_abstract_corpus	10.1158/1538-7445.am2025-2966	development-code + explicit ADC-context match; example: Abstract 2966: The anti-tumor activity of a novel anti-Her2 and anti-c-Met bispecific antibody-drug conjugate	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_b3baecb4c8ce	ADC_CANDIDATE	BR-2302	conference_abstract_corpus	10.1158/1538-7445.am2025-3417	development-code + explicit ADC-context match; example: Abstract 3417: Preclinical studies of BR-2302: A HER3xEGFR bi-specific Exd-containing ADC	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_b381aaf708ec	ADC_CANDIDATE	IDP-001	conference_abstract_corpus	10.1158/1538-7445.am2025-4255	development-code + explicit ADC-context match; example: Abstract 4255: Membrane interactomics (MInt) platform identifies EGFR and CDCP1 as effective co-targets for bispecific antibody drug conjugate IDP-001	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_a6f29d62208f	ADC_CANDIDATE	PLB-001	conference_abstract_corpus	10.1158/1538-7445.am2025-4746	development-code + explicit ADC-context match; example: Abstract 4746: PLB-001, a novel anti-dll3 ADC with topoisomerase 1 inhibitor-based linker-payload for treatment of SCLC	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_e76c9f123dc0	ADC_CANDIDATE	HLX91-048	conference_abstract_corpus	10.1158/1538-7445.am2025-5730	development-code + explicit ADC-context match; example: Abstract 5730: Discovery of a novel antibody-drug conjugate linker-payload with a distinct killing mechanism via prolonged unfolded protein response a	2025-04-21	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_22cdee1a4fbb	ADC_CANDIDATE	EO-1022	conference_abstract_corpus	10.1158/1538-7445.am2025-lb004	development-code + explicit ADC-context match; example: Abstract LB004: Preclinical discovery and characterization of EO-1022, a site-specific glycan-conjugated anti-HER3 vc-MMAE ADC for treating solid tumo	2025-04-25	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_75698c594f9a	ADC_CANDIDATE	DB-1317	conference_abstract_corpus	10.1158/1538-7445.am2026-ct092	development-code + explicit ADC-context match; example: Abstract CT092: A Phase 1a/1b, first-in-human study of an ADC targeting ADAM9 (DB-1317) in participants with selected advanced or metastatic solid tum		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
